丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",RSI 6,RSI 12,BBand width,Band%EMA3
2016/9/10,180,181.5,178,181.5,183.4,183.95,185.2,187.72,679,738,894,-1.42,-1.19,-0.23,44.87%,46.61%,30.57%,39.19%,4.52%,4.41%
2016/9/12,180,182,179,179,182.5,183.3,184.95,187.63,560,644,823,-1.65,-1.28,-0.36,33.42%,42.22%,21.79%,34.13%,5.37%,4.89%
2016/9/13,179,179,163.5,166,178.8,181.3,183.95,187.23,4641,1421,1151,-2.69,-1.56,-1.13,25.75%,36.73%,7.80%,19.71%,10.44%,7.67%
2016/9/14,165,167.5,163.5,167.5,175.3,179.6,182.88,186.88,2027,1667,1258,-3.64,-1.98,-1.67,22.72%,32.06%,15.33%,23.76%,12.79%,10.23%
2016/9/19,169,173,169,171,173,178.35,182.08,186.6,2088,1999,1344,-3.99,-2.38,-1.61,25.57%,29.90%,31.08%,32.45%,13.85%,12.04%
2016/9/20,171,172.5,168.5,172.5,171.2,177.3,181.3,186.48,977,2059,1398,-4.18,-2.74,-1.44,29.54%,29.78%,37.10%,35.87%,14.29%,13.16%
2016/9/21,171,174,170.5,172.5,169.9,176.2,180.48,186.33,771,2101,1372,-4.21,-3.04,-1.17,32.20%,30.58%,37.10%,35.87%,14.40%,13.78%
2016/9/22,174,174,165,168,170.3,174.55,179.53,186.03,2608,1694,1557,-4.48,-3.32,-1.15,28.78%,29.98%,26.94%,30.38%,15.26%,14.52%
2016/9/23,168,170.5,166.5,169,170.6,172.95,178.65,185.73,1070,1503,1585,-4.63,-3.59,-1.05,29.10%,29.69%,31.91%,32.87%,15.72%,15.12%
2016/9/26,168,170,167.5,168,170,171.5,177.93,185.24,368,1159,1579,-4.73,-3.81,-0.92,27.51%,28.96%,29.50%,31.63%,16.47%,15.80%
2016/9/29,168.5,169.5,164,164.5,168.4,169.8,176.88,184.71,1253,1214,1636,-4.97,-4.05,-0.93,20.49%,26.14%,22.40%,27.67%,17.33%,16.56%
2016/9/30,162,163.5,159,163.5,166.6,168.25,175.78,184.17,1943,1448,1775,-5.37,-4.31,-1.06,23.66%,25.31%,20.69%,26.63%,18.02%,17.29%
2016/10/3,166,169.5,164.5,168,166.6,168.45,174.88,183.75,1505,1228,1461,-5.21,-4.49,-0.72,35.77%,28.80%,43.82%,38.06%,17.68%,17.48%
2016/10/4,172,174,168.5,168.5,166.5,168.55,174.08,183.34,2286,1471,1487,-4.83,-4.56,-0.27,44.96%,34.19%,45.93%,39.21%,17.27%,17.38%
2016/10/5,168.5,169.5,168,168.5,166.6,168.3,173.33,183.02,880,1573,1366,-4.58,-4.56,-0.02,51.08%,39.82%,45.93%,39.21%,16.81%,17.09%
2016/10/6,168.5,169,166.5,167,167.1,167.75,172.53,182.75,1492,1621,1418,-4.43,-4.54,0.1,51.83%,43.82%,39.53%,36.78%,16.35%,16.72%
2016/10/7,167,168,165.5,167,167.8,167.2,171.7,182.45,949,1422,1435,-4.31,-4.49,0.18,52.33%,46.66%,39.53%,36.78%,15.55%,16.13%
2016/10/11,168.5,169,163.5,164.5,167.1,166.85,170.7,182.11,849,1291,1260,-4.28,-4.45,0.17,47.11%,46.81%,29.63%,32.74%,14.43%,15.28%
2016/10/12,164.5,166.5,162.5,162.5,165.9,166.2,169.58,181.78,659,966,1218,-4.36,-4.43,0.07,39.19%,44.27%,23.89%,29.89%,12.88%,14.08%
2016/10/13,163,165,159.5,159.5,164.1,165.35,168.43,181.37,870,964,1269,-4.58,-4.46,-0.12,27.23%,38.59%,17.71%,26.15%,11.92%,13.00%
2016/10/14,160,164.5,159.5,161,162.9,165,167.4,180.93,1117,889,1255,-4.65,-4.5,-0.15,21.60%,32.93%,28.76%,30.86%,10.24%,11.62%
2016/10/17,163,164.5,161,163,162.1,164.95,166.6,180.47,909,881,1152,-4.54,-4.51,-0.04,22.45%,29.44%,41.37%,36.74%,8.31%,9.96%
2016/10/18,162.5,162.5,154,157.5,160.7,163.9,166.18,179.98,3513,1414,1352,-4.8,-4.57,-0.24,22.49%,27.12%,26.12%,29.28%,9.60%,9.78%
2016/10/19,158,158.5,153,155,159.2,162.55,165.55,179.4,1696,1621,1293,-5.16,-4.68,-0.47,19.16%,24.47%,21.75%,26.60%,11.25%,10.51%
2016/10/20,155.5,157,151.5,153,157.9,161,164.65,178.79,1418,1731,1347,-5.51,-4.85,-0.66,15.63%,21.52%,18.74%,24.63%,12.68%,11.60%
2016/10/21,152.5,155.5,152.5,155,156.7,159.8,163.78,178.21,864,1680,1284,-5.66,-5.01,-0.65,17.09%,20.04%,30.31%,30.26%,12.94%,12.27%
2016/10/24,156.5,157,155,157,155.5,158.8,163,177.62,407,1580,1230,-5.55,-5.12,-0.43,23.61%,21.23%,40.49%,35.51%,12.50%,12.38%
2016/10/25,154.5,155,153,155,155,157.85,162.35,176.94,1045,1086,1250,-5.56,-5.21,-0.35,24.38%,22.28%,34.45%,32.81%,12.92%,12.65%
2016/10/26,154,156,153.5,156,155.2,157.2,161.7,176.29,565,860,1240,-5.43,-5.25,-0.18,27.79%,24.12%,39.83%,35.48%,12.82%,12.73%
2016/10/27,161,164.5,159,160.5,156.7,157.3,161.33,175.7,2782,1133,1432,-4.82,-5.16,0.35,41.61%,29.95%,58.32%,46.02%,12.35%,12.54%
2016/10/28,159,159,156.5,158,157.3,157,161,175.08,951,1150,1415,-4.54,-5.04,0.5,44.40%,34.77%,48.40%,41.88%,12.36%,12.45%
2016/10/31,156,161,156,160,157.9,156.7,160.83,174.36,652,1199,1389,-4.15,-4.86,0.71,51.40%,40.31%,55.64%,46.11%,12.30%,12.38%
2016/11/1,159,159,157.5,158,158.5,156.75,160.33,173.68,297,1049,1068,-3.9,-4.67,0.77,50.93%,43.85%,47.62%,42.72%,11.71%,12.04%
2016/11/2,152,154.5,148.5,148.5,157,156.1,159.33,173.01,1749,1286,1073,-4.3,-4.6,0.29,33.95%,40.55%,26.15%,30.92%,12.47%,12.26%
2016/11/3,147.5,149.5,140.5,144.5,153.8,155.25,158.13,172.23,1734,1077,1105,-4.99,-4.67,-0.31,28.19%,36.43%,21.30%,27.44%,13.86%,13.06%
2016/11/4,143,146.5,142,143.5,150.9,154.1,156.95,171.49,1094,1105,1128,-5.54,-4.85,-0.69,22.96%,31.94%,20.17%,26.62%,15.16%,14.11%
2016/11/7,145,146.5,142.5,144.5,147.8,152.85,155.83,170.87,667,1108,1154,-5.86,-5.05,-0.81,20.86%,28.25%,24.92%,28.93%,15.58%,14.84%
2016/11/8,145,145.5,136.5,145,145.2,151.85,154.85,170.25,2369,1523,1286,-6.16,-5.27,-0.89,24.03%,26.84%,27.51%,30.13%,15.92%,15.38%
2016/11/9,144.5,146,131,134,142.3,149.65,153.43,169.47,2158,1604,1445,-6.86,-5.59,-1.27,19.35%,24.35%,14.40%,21.44%,19.29%,17.34%
2016/11/10,141,145.5,139.5,144.5,142.3,148.05,152.68,168.81,1799,1617,1347,-6.76,-5.82,-0.94,27.90%,25.53%,44.63%,39.58%,19.66%,18.50%
2016/11/11,140,144,140,142,142,146.45,151.73,168.11,865,1572,1338,-6.72,-6,-0.72,31.70%,27.59%,40.54%,37.34%,20.02%,19.26%
2016/11/14,142,148,140,146,142.3,145.05,150.88,167.48,930,1624,1366,-6.37,-6.08,-0.3,42.41%,32.53%,49.43%,42.97%,19.16%,19.21%
2016/11/15,143,146,143,145.5,142.4,143.8,150.28,166.8,643,1279,1401,-6.03,-6.07,0.04,54.40%,39.82%,48.35%,42.45%,19.03%,19.12%
2016/11/16,146.5,148,144,145,144.6,143.45,149.78,166.07,529,953,1279,-5.65,-5.98,0.33,63.72%,47.78%,47.11%,41.90%,19.10%,19.11%
2016/11/17,145,145.5,142.5,144,144.5,143.4,149.33,165.35,498,693,1155,-5.41,-5.87,0.46,67.97%,54.51%,44.37%,40.74%,19.33%,19.22%
2016/11/18,145,147.5,143.5,147.5,145.6,143.8,148.95,164.68,789,678,1125,-4.96,-5.69,0.73,77.66%,62.23%,55.27%,46.40%,19.08%,19.15%
2016/11/21,147,148,146,147,145.8,144.05,148.45,163.98,344,561,1092,-4.51,-5.45,0.94,83.15%,69.20%,53.48%,45.72%,18.51%,18.83%
2016/11/22,148,154,147,154,147.5,144.95,148.4,163.43,1531,738,1009,-3.69,-5.1,1.41,88.77%,75.72%,69.91%,55.65%,18.40%,18.61%
2016/11/23,155,156.5,152,152.5,149,146.8,148.23,162.86,1221,877,915,-2.91,-4.66,1.75,84.43%,78.63%,64.09%,53.37%,18.00%,18.31%
2016/11/24,152,153.5,151.5,152.5,150.7,147.6,147.83,162.36,369,851,772,-2.34,-4.2,1.86,81.54%,79.60%,64.09%,53.37%,16.62%,17.47%
2016/11/25,153.5,154.5,152,153.5,151.9,148.75,147.6,161.83,583,810,744,-1.8,-3.72,1.92,80.55%,79.91%,66.75%,54.84%,15.83%,16.65%
2016/11/28,156,157.5,153.5,153.5,153.2,149.5,147.28,161.29,858,912,737,-1.26,-3.23,1.97,78.14%,79.32%,66.75%,54.84%,14.39%,15.52%
2016/11/29,154.5,156,153.5,154,153.2,150.35,147.08,160.76,441,694,716,-0.84,-2.75,1.91,77.65%,78.77%,68.43%,55.67%,13.47%,14.49%
2016/11/30,154,155,153,153.5,153.4,151.2,147.33,160.24,472,545,711,-0.54,-2.31,1.76,75.58%,77.70%,64.51%,54.58%,13.96%,14.23%
2016/12/1,154,155,151.5,153.5,153.6,152.15,147.78,159.74,463,563,707,-0.34,-1.91,1.58,72.12%,75.84%,64.51%,54.58%,14.26%,14.24%
2016/12/2,151.5,153,150.5,153,153.5,152.7,148.25,159.24,377,522,666,-0.25,-1.58,1.33,67.13%,72.94%,59.60%,53.33%,14.27%,14.25%
2016/12/5,154,158,153,157,154.2,153.7,148.88,158.8,842,519,716,0.12,-1.24,1.37,73.64%,73.17%,76.66%,61.10%,14.89%,14.57%
2016/12/6,157,159.5,155.5,159,155.2,154.2,149.58,158.38,957,622,658,0.58,-0.88,1.46,80.58%,75.64%,81.38%,64.34%,15.73%,15.15%
2016/12/7,159,160.5,158,158,156.1,154.75,150.78,157.93,594,647,596,0.96,-0.51,1.47,78.72%,76.67%,72.58%,61.54%,13.15%,14.15%
2016/12/8,160,160.5,157,157,156.8,155.2,151.4,157.5,597,673,618,1.19,-0.17,1.36,74.15%,75.83%,64.24%,58.76%,12.98%,13.56%
2016/12/9,157,161,157,160.5,158.3,155.9,152.33,157.15,637,725,624,1.5,0.16,1.34,81.18%,77.61%,75.88%,64.84%,12.60%,13.08%
2016/12/12,161,170,161,166,160.1,157.15,153.33,156.93,2576,1072,796,2.21,0.57,1.63,80.61%,78.61%,85.05%,71.93%,14.14%,13.61%
2016/12/13,166,167,163,167,161.7,158.45,154.4,156.95,1298,1140,881,2.76,1.01,1.75,81.95%,79.72%,86.20%,73.01%,15.21%,14.41%
2016/12/14,167,169,165,167,163.5,159.8,155.5,156.94,1157,1253,950,3.23,1.45,1.78,82.84%,80.76%,86.20%,73.01%,15.60%,15.01%
2016/12/15,166,168,163.5,168,165.7,161.25,156.7,156.89,762,1286,980,3.56,1.88,1.69,84.64%,82.05%,87.57%,74.19%,15.43%,15.22%
2016/12/16,166,167.5,165,165,166.6,162.45,157.58,156.77,684,1295,1010,3.68,2.24,1.44,78.26%,80.79%,64.50%,64.89%,15.02%,15.12%
2016/12/19,165,170,164.5,168,167,163.55,158.63,156.69,1198,1020,1046,3.89,2.57,1.32,80.38%,80.65%,73.02%,69.11%,14.65%,14.88%
2016/12/20,167.5,169,166,168.5,167.3,164.5,159.35,156.7,623,885,1013,4.04,2.86,1.18,83.07%,81.46%,74.26%,69.77%,15.27%,15.08%
2016/12/21,168.5,172.5,166.5,166.5,167.2,165.35,160.05,156.66,1644,982,1118,4.11,3.11,1,75.81%,79.58%,60.87%,63.82%,15.15%,15.11%
2016/12/22,167,168.5,166,166.5,166.9,166.3,160.75,156.63,568,943,1115,4.03,3.29,0.73,66.48%,75.21%,60.87%,63.82%,14.82%,14.97%
2016/12/23,166,167,164,165,166.9,166.75,161.33,156.64,642,935,1115,3.79,3.39,0.4,51.34%,67.26%,50.94%,59.30%,14.34%,14.65%
2016/12/26,165.5,167,163.5,165,166.3,166.65,161.9,156.67,370,769,895,3.55,3.42,0.12,39.78%,58.10%,50.94%,59.30%,13.69%,14.17%
2016/12/27,165.5,165.5,164.5,164.5,165.5,166.4,162.43,156.61,198,684,785,3.29,3.4,-0.11,30.23%,48.81%,47.25%,57.68%,12.95%,13.56%
2016/12/28,166,168,166,167.5,165.7,166.45,163.13,156.59,464,448,715,3.25,3.37,-0.12,34.96%,44.19%,65.35%,64.10%,12.13%,12.85%
2016/12/29,166.5,167.5,165.5,165.5,165.5,166.2,163.73,156.54,555,446,695,3.08,3.31,-0.23,30.72%,39.70%,51.27%,57.73%,10.86%,11.85%
2016/12/30,166.5,168,165.5,166.5,165.8,166.35,164.4,156.53,394,396,666,2.96,3.24,-0.28,31.59%,37.00%,56.85%,59.90%,9.08%,10.47%
2017/1/3,167,170.5,166.5,168.5,166.5,166.4,164.98,156.56,975,517,643,2.99,3.19,-0.2,39.58%,37.86%,66.15%,63.95%,8.30%,9.38%
2017/1/4,168,170.5,168,169.5,167.5,166.5,165.5,156.64,473,572,628,3.04,3.16,-0.12,54.96%,43.56%,70.03%,65.83%,7.90%,8.64%
2017/1/5,171.5,174,171.5,172.5,168.5,167.1,166.23,156.81,1768,833,641,3.31,3.19,0.12,65.21%,50.77%,78.77%,70.81%,7.53%,8.08%
2017/1/6,175,178,174.5,175.5,170.5,168,167.15,157.08,2214,1165,805,3.74,3.3,0.44,71.06%,57.54%,84.28%,74.81%,7.17%,7.63%
2017/1/9,178,179.5,171.5,171.5,171.5,168.65,167.7,157.25,1664,1419,908,3.84,3.41,0.44,62.93%,59.33%,59.56%,62.37%,6.49%,7.06%
2017/1/10,173,174,171.5,172.5,172.3,169.4,168.03,157.41,583,1340,929,3.81,3.49,0.32,58.62%,59.10%,62.83%,64.00%,6.86%,6.96%
2017/1/11,175,175.5,170.5,170.5,172.5,170,168.2,157.63,1314,1509,1040,3.68,3.53,0.15,50.98%,56.39%,52.62%,58.46%,6.95%,6.95%
2017/1/12,170.5,171.5,169,170.5,172.1,170.3,168.38,157.88,678,1291,1062,3.42,3.5,-0.09,45.89%,52.89%,52.62%,58.46%,7.01%,6.98%
2017/1/13,170.5,171,168.5,168.5,170.7,170.6,168.4,158.14,504,949,1057,3.08,3.42,-0.34,35.72%,47.17%,42.64%,53.01%,7.00%,6.99%
2017/1/16,171,171,168.5,169.5,170.3,170.9,168.63,158.38,409,698,1058,2.81,3.3,-0.49,28.16%,40.83%,48.50%,55.28%,6.76%,6.88%
2017/1/17,170,170.5,168.5,170,169.8,171.05,168.73,158.6,296,640,990,2.58,3.16,-0.57,23.32%,35.00%,51.47%,56.43%,6.78%,6.83%
2017/1/18,169,169.5,166.5,168,169.3,170.9,168.7,158.82,830,543,1026,2.24,2.97,-0.73,19.39%,29.80%,40.30%,50.73%,6.79%,6.81%
2017/1/19,167.5,168,164.5,164.5,168.1,170.1,168.6,158.96,910,590,940,1.73,2.72,-0.99,12.93%,24.17%,27.68%,42.53%,7.05%,6.93%
2017/1/20,165,167.5,165,166,167.6,169.15,168.58,159.05,908,671,810,1.37,2.45,-1.08,13.16%,20.50%,37.71%,46.57%,7.10%,7.02%
2017/1/23,166.5,168,163,163,166.3,168.3,168.48,159.13,1063,801,750,0.93,2.15,-1.22,8.78%,16.59%,28.29%,40.38%,7.46%,7.24%
2017/1/24,166,166,163.5,165,165.3,167.55,168.48,159.22,747,892,766,0.62,1.84,-1.22,13.69%,15.63%,40.23%,45.64%,7.46%,7.35%
2017/2/2,165.5,168.5,165,168,165.3,167.3,168.65,159.38,1051,936,740,0.57,1.59,-1.02,29.96%,20.41%,54.02%,52.49%,7.14%,7.24%
2017/2/3,169,173.5,168,170,166.4,167.25,168.78,159.74,1572,1068,829,0.76,1.42,-0.66,42.20%,27.67%,61.18%,56.48%,7.13%,7.19%
2017/2/6,170,171,169,170,167.2,167.4,169,160.17,757,1038,854,0.87,1.31,-0.44,50.35%,35.23%,61.18%,56.48%,6.92%,7.05%
2017/2/7,166,168,166,166.5,167.9,167.1,169,160.55,1219,1069,935,0.69,1.19,-0.49,44.68%,38.38%,43.93%,48.07%,6.92%,6.99%
2017/2/8,166,170,166,168.5,168.6,166.95,169,160.95,854,1091,991,0.66,1.08,-0.42,47.25%,41.34%,53.02%,52.48%,6.92%,6.95%
2017/2/9,169.5,174.5,169.5,173,169.6,167.45,169.18,161.42,1830,1246,1091,0.97,1.06,-0.09,60.48%,47.72%,67.31%,60.68%,7.21%,7.08%
2017/2/10,177,177.5,171,171.5,169.9,168.15,169.13,162.04,1378,1208,1138,1.23,1.1,0.14,59.86%,51.77%,60.01%,57.10%,7.10%,7.09%
2017/2/13,173,181,171.5,177.5,171.4,169.3,169.23,162.59,2375,1531,1285,1.74,1.22,0.52,66.58%,56.70%,73.70%,65.88%,7.65%,7.37%
2017/2/14,183,193,183,185,175.1,171.5,169.9,163.31,7790,2845,1957,2.89,1.56,1.33,68.19%,60.53%,82.63%,73.33%,11.10%,9.23%
2017/2/15,189,189,182.5,183,178,173.3,170.43,163.93,2366,3148,2119,3.58,1.96,1.62,66.45%,62.51%,74.53%,68.95%,12.89%,11.06%
2017/2/16,183,183,179,179.5,179.3,174.45,170.88,164.49,1635,3109,2178,3.76,2.32,1.44,60.97%,61.99%,61.82%,61.90%,13.67%,12.37%
2017/2/17,179.5,179.5,176.5,177.5,180.5,175.2,171.23,165.03,1284,3090,2149,3.65,2.59,1.07,54.84%,59.61%,55.34%,58.18%,14.05%,13.21%
2017/2/18,180,186,179,184,181.8,176.6,172,165.7,2262,3067,2299,3.97,2.86,1.1,58.78%,59.33%,68.29%,65.52%,15.31%,14.26%
2017/2/20,183.5,187,179.5,179.5,180.7,177.9,172.5,166.23,1202,1750,2298,4.02,3.1,0.93,53.37%,57.35%,55.03%,57.85%,15.66%,14.96%
2017/2/21,179,182.5,179,182,180.5,179.25,173.1,166.82,963,1469,2309,4.02,3.28,0.74,52.25%,55.65%,60.19%,60.64%,16.25%,15.60%
2017/2/22,183.5,184,180.5,182,181,180.15,173.8,167.28,824,1307,2208,4.03,3.43,0.6,51.11%,54.14%,60.19%,60.64%,16.53%,16.07%
2017/2/23,187,195,187,187,182.9,181.7,174.93,167.86,7918,2634,2862,4.54,3.65,0.89,52.99%,53.75%,70.07%,66.00%,16.92%,16.49%
2017/2/24,184,190,182.5,189,183.9,182.85,176.08,168.47,3183,2818,2943,4.78,3.88,0.9,57.85%,55.12%,73.25%,67.91%,17.50%,17.00%
2017/3/1,187,188.5,185,187,185.4,183.05,177.28,169.03,2185,3015,2382,4.85,4.07,0.78,57.49%,55.91%,64.96%,63.99%,16.78%,16.89%
2017/3/2,192.5,193,184.5,188,186.6,183.55,178.43,169.6,3005,3423,2446,4.97,4.25,0.72,59.05%,56.95%,67.19%,65.09%,16.20%,16.54%
2017/3/3,187.5,189.5,183,183,186.8,183.9,179.18,170.08,3231,3904,2606,4.71,4.34,0.37,47.70%,53.87%,48.62%,55.81%,15.35%,15.94%
2017/3/6,184,184.5,181,181,185.6,184.25,179.73,170.54,1107,2542,2588,4.23,4.32,-0.09,35.96%,47.90%,42.93%,52.54%,14.58%,15.26%
2017/3/7,183,183,179.5,180,183.8,183.85,180.23,170.98,1116,2129,2473,3.71,4.2,-0.49,26.06%,40.62%,40.11%,50.92%,13.67%,14.47%
2017/3/8,177.5,182.5,177.5,182,182.8,184.1,181,171.47,1014,1895,2455,3.29,4.02,-0.73,25.94%,35.73%,48.26%,54.02%,11.71%,13.09%
2017/3/9,180,180.5,175,175.5,180.3,183.45,181.35,171.78,2395,1773,2598,2.57,3.73,-1.16,18.13%,29.86%,31.53%,44.13%,10.26%,11.68%
2017/3/10,175,175,171,172,178.1,182.45,181.3,171.99,1844,1495,2700,1.65,3.31,-1.66,13.60%,24.44%,25.76%,39.84%,10.47%,11.07%
2017/3/13,172.5,175,172.5,173,176.5,181.05,181.38,172.24,784,1431,1986,0.98,2.85,-1.86,12.10%,20.33%,30.14%,41.61%,10.15%,10.61%
2017/3/14,175,179.5,173.5,176,175.7,179.75,181.3,172.56,1303,1468,1798,0.68,2.41,-1.74,15.64%,18.77%,42.39%,46.73%,10.32%,10.46%
2017/3/15,178.5,179,175,176,174.5,178.65,180.85,172.82,841,1433,1664,0.45,2.02,-1.57,19.44%,18.99%,42.39%,46.73%,10.46%,10.46%
2017/3/16,177.5,178.5,174.5,176.5,174.7,177.5,180.53,172.99,739,1102,1437,0.26,1.67,-1.4,26.54%,21.51%,44.71%,47.64%,10.62%,10.54%
2017/3/17,178,182,177,182,176.7,177.4,180.65,173.24,1516,1037,1266,0.46,1.43,-0.97,48.25%,30.42%,63.94%,56.56%,10.63%,10.58%
2017/3/20,181,181,179,179.5,178,177.25,180.75,173.45,803,1040,1236,0.52,1.24,-0.72,56.80%,39.21%,53.74%,52.16%,10.52%,10.55%
2017/3/21,180.5,180.5,177,177.5,178.3,177,180.43,173.61,576,895,1182,0.44,1.08,-0.65,57.57%,45.33%,46.61%,48.84%,10.51%,10.53%
2017/3/22,175,176,172,175,178.1,176.3,180.2,173.78,997,926,1180,0.08,0.88,-0.8,50.50%,47.05%,38.87%,44.94%,10.84%,10.69%
2017/3/23,177.5,178,176,176.5,178.1,176.4,179.93,173.92,508,880,991,-0.03,0.7,-0.73,48.67%,47.59%,45.40%,47.67%,10.96%,10.82%
2017/3/24,176,176,172,172.5,176.2,176.45,179.45,173.98,856,748,892,-0.39,0.48,-0.87,34.11%,43.10%,33.84%,41.65%,11.50%,11.16%
2017/3/27,173,175.5,173,174,175.1,176.55,178.8,174.11,591,706,873,-0.59,0.27,-0.86,29.41%,38.53%,40.64%,44.52%,11.15%,11.16%
2017/3/28,175,176.5,173,174.5,174.5,176.4,178.08,174.24,821,755,825,-0.71,0.07,-0.78,27.94%,35.00%,42.98%,45.49%,10.05%,10.60%
2017/3/29,176.5,177,173.5,174,174.3,176.2,177.43,174.39,469,649,788,-0.79,-0.1,-0.69,25.29%,31.77%,41.04%,44.64%,9.15%,9.87%
2017/3/30,173.5,175.5,173.5,173.5,173.7,175.9,176.7,174.53,681,684,782,-0.9,-0.26,-0.64,22.42%,28.65%,38.93%,43.74%,7.55%,8.71%
2017/3/31,175,175,172.5,172.5,173.7,174.95,176.18,174.67,741,661,704,-1.04,-0.42,-0.62,16.91%,24.73%,34.64%,41.91%,7.08%,7.90%
2017/4/5,176.5,182.5,176.5,178.5,174.6,174.85,176.05,174.85,2961,1135,920,-0.67,-0.47,-0.2,31.91%,27.12%,63.53%,54.42%,6.75%,7.32%
2017/4/6,184,184.5,178.5,179,175.5,175,176,175.08,1955,1361,1058,-0.28,-0.43,0.15,39.94%,31.40%,65.08%,55.30%,6.62%,6.97%
2017/4/7,182.5,186,181,185,177.7,176,176.15,175.38,3703,2008,1329,0.36,-0.27,0.63,57.58%,40.12%,78.30%,64.28%,7.43%,7.20%
2017/4/10,187.5,189,184,185,180,176.85,176.63,175.66,1937,2259,1472,0.97,-0.02,0.99,63.64%,47.96%,78.30%,64.28%,8.59%,7.89%
2017/4/11,187,187.5,181,181,181.7,177.7,177.08,175.85,1143,2340,1500,1.19,0.22,0.97,59.60%,51.84%,57.42%,55.44%,8.47%,8.18%
2017/4/12,181.5,186,178.5,186,183.2,178.9,177.73,176.08,1087,1965,1550,1.46,0.47,1,67.00%,56.89%,69.59%,62.48%,9.22%,8.70%
2017/4/13,183.5,184.5,181.5,182,183.8,179.65,178.03,176.18,1103,1795,1578,1.54,0.68,0.85,63.86%,59.22%,54.61%,54.91%,9.39%,9.04%
2017/4/14,181,182.5,176,177,182.2,179.95,178.08,176.28,1114,1277,1643,1.22,0.79,0.43,51.66%,56.70%,41.28%,47.13%,9.34%,9.19%
2017/4/17,177,184.5,176.5,184,182,181,178.45,176.47,1314,1152,1706,1.3,0.89,0.41,54.96%,56.12%,58.36%,56.54%,9.72%,9.46%
2017/4/18,184.5,185,181,183,182.4,182.05,178.5,176.68,907,1105,1722,1.4,0.99,0.41,54.59%,55.61%,55.59%,55.01%,9.82%,9.64%
2017/4/19,180.5,182,179,180.5,181.3,182.25,178.55,176.84,655,1019,1492,1.26,1.05,0.22,47.93%,53.05%,48.66%,51.24%,9.85%,9.75%
2017/4/20,182,182.5,179,179.5,180.8,182.3,178.65,177.03,477,893,1344,1.11,1.06,0.05,40.93%,49.01%,45.91%,49.75%,9.84%,9.79%
2017/4/21,180.5,183,180,180.5,181.5,181.85,178.93,177.21,795,830,1053,1.05,1.06,-0.01,40.33%,46.11%,49.34%,51.30%,9.68%,9.74%
2017/4/24,180.5,183,179.5,183,181.3,181.65,179.25,177.43,682,703,928,1.08,1.06,0.02,50.22%,47.48%,57.44%,55.06%,9.77%,9.76%
2017/4/25,183.5,187,182,186.5,182,182.2,179.95,177.73,1892,900,1003,1.36,1.12,0.24,65.30%,53.42%,66.46%,59.80%,9.70%,9.73%
2017/4/26,186,186.5,183,184,182.7,182,180.45,178.06,1428,1055,1037,1.47,1.19,0.28,67.77%,58.21%,56.25%,55.26%,9.36%,9.55%
2017/4/27,184,185,182.5,182.5,183.3,182.05,180.85,178.33,722,1104,999,1.45,1.24,0.2,64.23%,60.21%,50.64%,52.64%,8.88%,9.21%
2017/4/28,183,184,180.5,180.5,183.3,182.4,181.18,178.63,847,1114,972,1.27,1.25,0.02,49.07%,56.50%,43.68%,49.24%,8.17%,8.69%
2017/5/2,183.5,192,182,191,184.9,183.1,182.05,179.06,5623,2102,1403,1.72,1.34,0.38,63.48%,58.83%,69.82%,62.94%,8.45%,8.57%
2017/5/3,190,198,188,192,186,184,183.03,179.46,4948,2714,1807,2.34,1.54,0.8,65.13%,60.93%,71.34%,63.95%,8.25%,8.41%
2017/5/4,191.5,192.5,189,189.5,187.1,184.9,183.58,179.78,1334,2695,1875,2.61,1.76,0.85,61.44%,61.10%,61.97%,59.52%,8.44%,8.42%
2017/5/5,189,196.5,189,193,189.2,186.25,184.28,180.17,3551,3261,2182,3.01,2.01,1,65.28%,62.49%,68.84%,63.39%,9.19%,8.81%
2017/5/8,196.5,197,192.5,192.5,191.6,187.45,184.65,180.6,2031,3497,2306,3.34,2.27,1.07,66.38%,63.79%,66.78%,62.46%,9.96%,9.38%
2017/5/9,193,194,188,190,191.4,188.15,184.9,180.96,1298,2632,2367,3.32,2.48,0.84,62.35%,63.31%,56.58%,57.83%,10.26%,9.82%
2017/5/10,191.5,209,191.5,209,194.8,190.4,186.3,181.56,6792,3001,2857,4.39,2.86,1.53,74.90%,67.17%,81.85%,73.88%,15.00%,12.41%
2017/5/11,213,216,202,202,197.3,192.2,187.1,182.07,8368,4408,3551,5.25,3.34,1.91,70.12%,68.15%,65.10%,64.08%,16.63%,14.52%
2017/5/12,205.5,222,205,222,203.1,196.15,189.1,182.81,11060,5910,4585,6.84,4.04,2.8,80.08%,72.13%,79.49%,74.59%,22.79%,18.65%
2017/5/15,221,223,216.5,221,208.8,200.2,191.3,183.41,5902,6684,5091,8.22,4.88,3.34,84.82%,76.36%,77.57%,73.42%,26.02%,22.34%
2017/5/16,224.5,237,213.5,215,213.8,202.6,192.85,183.94,10527,8530,5581,9.18,5.74,3.45,74.91%,75.88%,66.08%,66.57%,27.66%,25.00%
2017/5/17,218,223,213,219.5,215.9,205.35,194.68,184.61,5207,8213,5607,9.73,6.54,3.19,71.37%,74.37%,70.07%,68.94%,29.43%,27.21%
