丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",RSI 6,RSI 12,BBand width,Band%EMA3
2012/10/29,29.1,29.2,27.45,27.75,30.46,31.27,31.88,31.82,444,326,220,-0.75,-0.38,-0.36,22.71%,35.35%,9.02%,20.10%,17.02%,14.38%
2012/10/30,27.8,28.85,27.8,28.65,29.83,30.94,31.65,31.85,190,350,229,-0.91,-0.49,-0.42,23.22%,31.31%,26.12%,29.57%,18.74%,16.56%
2012/10/31,29,30,28.8,29.8,29.42,30.72,31.45,31.9,269,392,238,-0.93,-0.58,-0.36,31.31%,31.31%,42.66%,39.56%,18.56%,17.56%
2012/11/1,29.8,30.55,29,30.55,29.22,30.59,31.33,31.95,288,428,255,-0.9,-0.64,-0.26,41.75%,34.79%,51.20%,45.09%,18.22%,17.89%
2012/11/2,31,32.65,31,32.1,29.77,30.57,31.27,32.02,1228,484,368,-0.71,-0.66,-0.06,57.64%,42.40%,64.37%,54.50%,17.44%,17.66%
2012/11/5,31.95,32.35,31.55,31.55,30.53,30.5,31.19,32.08,212,437,382,-0.58,-0.64,0.06,64.71%,49.84%,57.74%,51.11%,16.66%,17.16%
2012/11/6,31.55,31.85,31.55,31.8,31.16,30.5,31.13,32.14,75,414,382,-0.47,-0.61,0.14,71.02%,56.90%,59.99%,52.57%,15.94%,16.55%
2012/11/7,32.3,32.3,31.8,32,31.6,30.51,31.16,32.21,194,399,396,-0.36,-0.56,0.2,76.52%,63.44%,61.93%,53.78%,16.08%,16.32%
2012/11/8,31.3,31.8,31.3,31.65,31.82,30.52,31.19,32.27,115,365,396,-0.3,-0.5,0.21,77.93%,68.27%,56.19%,51.29%,16.12%,16.22%
2012/11/9,31.6,32.35,31.3,32.2,31.84,30.81,31.24,32.34,203,160,322,-0.21,-0.45,0.23,82.20%,72.91%,62.71%,54.87%,16.34%,16.28%
2012/11/12,32.2,32.5,31.75,31.75,31.88,31.21,31.24,32.41,135,144,291,-0.15,-0.39,0.24,80.34%,75.39%,54.72%,51.49%,16.33%,16.30%
2012/11/13,32,32,31.25,31.25,31.77,31.47,31.2,32.46,97,149,282,-0.14,-0.34,0.2,74.11%,74.96%,46.77%,47.91%,16.21%,16.26%
2012/11/14,31.25,31.4,31,31,31.57,31.59,31.15,32.51,102,130,265,-0.16,-0.3,0.14,49.40%,66.44%,43.03%,46.16%,16.07%,16.16%
2012/11/15,30.75,31.2,30.75,30.9,31.42,31.62,31.11,32.56,72,122,243,-0.18,-0.28,0.09,35.79%,56.23%,41.43%,45.44%,15.99%,16.08%
2012/11/16,30.9,32,30.9,31.45,31.27,31.56,31.06,32.58,133,108,134,-0.16,-0.25,0.09,37.20%,49.88%,52.94%,50.13%,15.66%,15.87%
2012/11/19,29.7,30.45,29.5,29.9,30.9,31.39,30.94,32.54,622,205,175,-0.26,-0.26,0,29.24%,43.00%,31.81%,39.65%,15.60%,15.73%
2012/11/20,30,30.25,29.5,29.85,30.62,31.2,30.85,32.5,170,220,184,-0.34,-0.27,-0.07,23.38%,36.46%,31.32%,39.36%,15.72%,15.72%
2012/11/21,29.95,30.3,29.8,29.85,30.39,30.98,30.75,32.47,141,228,179,-0.39,-0.3,-0.1,19.48%,30.80%,31.32%,39.36%,15.71%,15.72%
2012/11/22,30.3,30.3,30,30,30.21,30.82,30.67,32.43,95,232,177,-0.42,-0.32,-0.1,18.54%,26.71%,35.56%,40.90%,15.69%,15.70%
2012/11/23,30.45,31.1,30.3,30.95,30.11,30.69,30.75,32.41,197,245,176,-0.38,-0.33,-0.05,31.69%,28.37%,56.13%,49.73%,15.16%,15.43%
2012/11/26,31.45,31.45,31.2,31.3,30.39,30.65,30.93,32.36,119,144,175,-0.3,-0.33,0.03,45.13%,33.96%,61.55%,52.58%,12.22%,13.83%
2012/11/27,31.5,31.8,31.3,31.7,30.76,30.69,31.08,32.32,93,129,174,-0.21,-0.3,0.09,59.42%,42.45%,67.13%,55.70%,10.30%,12.06%
2012/11/28,31.7,32.05,31.65,31.75,31.14,30.77,31.18,32.29,106,122,175,-0.13,-0.27,0.14,69.02%,51.31%,67.83%,56.10%,9.71%,10.88%
2012/11/29,31.95,33.3,31.95,33,31.74,30.98,31.3,32.29,850,273,253,0.02,-0.21,0.23,76.72%,59.78%,80.36%,64.68%,10.72%,10.80%
2012/11/30,33.5,33.9,33.2,33.55,32.26,31.19,31.37,32.3,1242,482,364,0.2,-0.13,0.33,81.83%,67.13%,83.72%,67.71%,12.23%,11.52%
2012/12/3,33.7,33.7,33.15,33.55,32.71,31.55,31.47,32.31,400,538,341,0.33,-0.04,0.37,85.04%,73.10%,83.72%,67.71%,13.61%,12.56%
2012/12/4,33.55,33.7,33.25,33.7,33.11,31.94,31.57,32.31,443,608,369,0.44,0.06,0.38,88.32%,78.17%,84.74%,68.59%,14.89%,13.73%
2012/12/5,33.7,34.35,33.35,33.95,33.55,32.35,31.66,32.31,611,709,416,0.54,0.15,0.39,88.92%,81.75%,86.44%,70.06%,16.21%,14.97%
2012/12/6,34.3,34.3,33.3,33.35,33.62,32.68,31.75,32.29,494,638,456,0.59,0.24,0.35,82.03%,81.85%,65.42%,62.39%,16.82%,15.89%
2012/12/7,33.8,33.8,33.25,33.5,33.61,32.94,31.81,32.26,268,443,463,0.61,0.32,0.3,78.73%,80.81%,67.77%,63.48%,17.42%,16.66%
2012/12/10,33,33.15,32.35,32.35,33.37,33.04,31.84,32.2,387,441,489,0.55,0.36,0.19,61.13%,74.25%,41.69%,51.09%,17.47%,17.06%
2012/12/11,32.35,32.55,31.85,32.1,33.05,33.08,31.89,32.15,206,393,501,0.46,0.38,0.08,44.09%,64.19%,37.88%,48.83%,17.37%,17.22%
2012/12/12,32,32.5,32,32.25,32.71,33.13,31.95,32.11,133,298,503,0.4,0.39,0.01,34.72%,54.37%,41.71%,50.27%,17.17%,17.19%
2012/12/13,32.25,33.1,32.25,33,32.64,33.13,32.05,32.08,259,251,444,0.39,0.39,0,38.48%,49.07%,57.45%,56.89%,17.07%,17.13%
2012/12/14,33,33.2,32.7,32.9,32.52,33.07,32.13,32.05,78,213,328,0.38,0.39,0,39.66%,45.93%,55.07%,55.81%,17.09%,17.11%
2012/12/17,32.9,32.9,32.35,32.55,32.56,32.97,32.26,31.99,148,165,303,0.35,0.38,-0.03,35.77%,42.55%,46.91%,52.04%,15.82%,16.46%
2012/12/18,32.55,32.6,32.2,32.3,32.6,32.83,32.38,31.94,188,161,277,0.3,0.36,-0.06,29.97%,38.35%,41.63%,49.43%,14.21%,15.33%
2012/12/19,32.7,32.7,32.35,32.5,32.65,32.68,32.51,31.91,129,160,229,0.27,0.34,-0.07,31.09%,35.93%,47.32%,51.55%,12.21%,13.77%
2012/12/20,32.5,32.65,32.1,32.1,32.47,32.56,32.62,31.89,111,131,191,0.22,0.32,-0.1,26.90%,32.92%,38.34%,47.24%,10.02%,11.90%
2012/12/21,32.2,32.7,32.2,32.7,32.43,32.48,32.71,31.87,186,152,183,0.21,0.3,-0.09,38.92%,34.92%,54.04%,53.59%,8.83%,10.36%
2012/12/22,32.7,32.85,32.5,32.85,32.49,32.53,32.78,31.86,184,160,162,0.21,0.28,-0.07,49.56%,39.80%,57.30%,55.07%,7.88%,9.12%
2012/12/24,32.85,33.1,32.6,32.6,32.55,32.58,32.83,31.85,89,140,151,0.21,0.26,-0.06,48.19%,42.60%,50.18%,52.06%,7.29%,8.21%
2012/12/25,32.75,33.1,32.6,33,32.65,32.65,32.89,31.84,153,145,153,0.22,0.25,-0.04,59.40%,48.20%,59.78%,56.23%,6.64%,7.42%
2012/12/26,33.1,33.75,33.1,33.3,32.89,32.68,32.91,31.84,383,199,165,0.26,0.26,0,63.84%,53.41%,65.72%,59.14%,6.72%,7.07%
2012/12/27,33.45,33.6,33.05,33.05,32.96,32.7,32.88,31.84,232,208,180,0.27,0.26,0.01,61.75%,56.19%,57.26%,55.77%,6.50%,6.78%
2012/12/28,33.3,33.65,33.1,33.5,33.09,32.79,32.88,31.85,173,206,183,0.3,0.27,0.03,69.45%,60.61%,66.56%,60.22%,6.46%,6.62%
2013/1/2,33.95,33.95,33.35,33.35,33.24,32.9,32.86,31.85,289,246,193,0.32,0.28,0.05,68.82%,63.35%,61.23%,58.10%,6.19%,6.41%
2013/1/3,33.85,33.85,33.35,33.5,33.34,33,32.84,31.89,241,264,204,0.34,0.29,0.05,70.64%,65.78%,64.63%,59.65%,5.71%,6.06%
