®É¶¡,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF,MACD9,OSC,K,D,RSIx6,RSIx12,BBand width,Band%EMA3,TaiwanAll
2015/8/7,27.8,28,27.75,28,28.38,28.49,29.38,31.8,1767,2478,2856,-0.89,-0.89,0,32.23%,36.14%,28.19%,33.01%,14.79%,14.36%,8442.29
2015/8/10,28,28.85,27.95,28.85,28.42,28.58,29.29,31.7,3156,2591,2702,-0.83,-0.88,0.05,47.67%,39.98%,53.55%,44.20%,14.48%,14.42%,8466.84
2015/8/11,29.1,29.8,29,29.45,28.58,28.64,29.2,31.61,7800,3483,3179,-0.72,-0.85,0.13,59.43%,46.46%,64.25%,50.56%,13.18%,13.80%,8394.14
2015/8/12,26.55,26.85,26.45,26.7,28.22,28.47,29.01,31.47,6030,4177,3603,-0.84,-0.84,0.01,42.10%,45.01%,28.35%,32.21%,14.48%,14.14%,8283.38
2015/8/13,26.85,27.35,26.75,27.35,28.07,28.33,28.82,31.34,2665,4284,3481,-0.88,-0.85,-0.03,37.02%,42.35%,38.15%,38.01%,13.62%,13.88%,8311.74
2015/8/14,27.25,28.2,26.95,27.6,27.99,28.19,28.65,31.21,3278,4586,3532,-0.87,-0.86,-0.02,36.13%,40.27%,41.82%,40.16%,12.25%,13.06%,8305.64
2015/8/17,27.6,27.6,27.1,27.1,27.64,28.03,28.48,31.09,2047,4364,3478,-0.89,-0.86,-0.02,30.55%,37.03%,36.60%,37.33%,11.81%,12.44%,8213.42
2015/8/18,27.15,27.45,26.9,27,27.15,27.87,28.33,30.96,1673,3139,3311,-0.9,-0.87,-0.03,25.84%,33.30%,35.54%,36.77%,11.48%,11.96%,8177.22
2015/8/19,27,27,25.8,25.9,26.99,27.61,28.14,30.82,2728,2478,3328,-0.97,-0.89,-0.08,18.06%,28.22%,25.68%,31.13%,13.03%,12.49%,8021.84
2015/8/20,25.6,26.25,25.6,25.85,26.69,27.38,27.96,30.68,1505,2246,3265,-1.04,-0.92,-0.12,14.02%,23.49%,25.30%,30.89%,14.24%,13.37%,8029.81
2015/8/21,25.45,25.5,24.55,24.65,26.1,27.05,27.77,30.52,3303,2251,3419,-1.16,-0.97,-0.2,9.98%,18.99%,17.70%,25.79%,17.53%,15.45%,7786.92
2015/8/24,24,24.15,22.2,22.2,25.12,26.38,27.48,30.3,7165,3275,3819,-1.42,-1.06,-0.36,6.66%,14.88%,10.20%,18.85%,24.98%,20.21%,7410.34
2015/8/25,21.6,23.2,21.5,22.9,24.3,25.73,27.18,30.1,3675,3675,3407,-1.61,-1.17,-0.44,11.40%,13.72%,21.59%,25.13%,28.72%,24.47%,7675.64
2015/8/26,23.1,24,22.5,24,23.92,25.46,26.96,29.91,3352,3800,3139,-1.66,-1.27,-0.39,20.04%,15.83%,36.73%,33.89%,30.38%,27.42%,7715.59
2015/8/27,24.2,24.85,24.1,24.25,23.6,25.15,26.74,29.73,3310,4161,3204,-1.62,-1.34,-0.28,28.39%,20.01%,39.90%,35.76%,31.20%,29.31%,7824.55
2015/8/28,24.8,25.5,24.5,25.35,23.74,24.92,26.55,29.57,3645,4229,3240,-1.51,-1.37,-0.14,40.49%,26.84%,52.45%,43.42%,30.71%,30.01%,8019.18
2015/8/31,25.35,25.35,24.9,25.15,24.33,24.73,26.38,29.42,2433,3283,3279,-1.4,-1.38,-0.03,49.12%,34.27%,50.17%,42.41%,30.34%,30.17%,8174.92
2015/9/1,25.25,25.8,25.1,25.7,24.89,24.6,26.23,29.29,2778,3104,3389,-1.27,-1.36,0.08,62.22%,43.58%,56.44%,46.15%,29.51%,29.84%,8017.56
2015/9/2,25.35,26.4,25.2,26.4,25.37,24.65,26.13,29.16,2285,2890,3345,-1.11,-1.31,0.19,74.81%,53.99%,63.46%,50.59%,28.56%,29.20%,8035.29
2015/9/3,26.5,27.25,25.85,26.75,25.87,24.74,26.06,29.07,4333,3095,3628,-0.93,-1.23,0.3,80.31%,62.76%,66.68%,52.72%,27.88%,28.54%,8095.95
2015/9/4,26.75,27.45,26.65,26.75,26.15,24.95,26,28.97,3638,3093,3661,-0.76,-1.14,0.38,82.95%,69.49%,66.68%,52.72%,27.22%,27.88%,8000.6
2015/9/7,26.65,27.1,26.55,27,26.52,25.43,25.9,28.89,1392,2885,3084,-0.61,-1.03,0.42,85.60%,74.86%,69.45%,54.39%,25.67%,26.78%,7986.56
2015/9/8,27,27.8,26.85,27.5,26.88,25.89,25.81,28.83,2164,2762,2933,-0.45,-0.92,0.46,87.70%,79.14%,74.53%,57.66%,23.27%,25.02%,8001.5
2015/9/9,27.8,28.45,27.7,28.05,27.21,26.29,25.87,28.76,3554,3016,2953,-0.27,-0.79,0.52,88.42%,82.24%,79.12%,61.01%,24.25%,24.64%,8286.92
2015/9/10,28.05,28.4,27.85,28.3,27.52,26.7,25.92,28.71,3679,2885,2990,-0.11,-0.65,0.54,90.87%,85.12%,80.98%,62.48%,25.09%,24.86%,8268.68
2015/9/11,28.2,28.4,28,28,27.77,26.96,25.94,28.64,3015,2761,2927,0,-0.52,0.53,89.44%,86.56%,71.74%,59.54%,25.42%,25.14%,8305.82
2015/9/14,28.25,28.3,27.7,27.8,27.93,27.23,25.98,28.56,1808,2844,2865,0.08,-0.4,0.48,86.29%,86.47%,65.74%,57.57%,25.87%,25.51%,8307.29
2015/9/15,27.8,28,27.65,28,28.03,27.46,26.03,28.48,1425,2696,2729,0.14,-0.29,0.43,85.09%,86.01%,68.87%,59.04%,26.50%,26.00%,8259.99
2015/9/16,28.2,28.3,28.05,28.1,28.04,27.63,26.14,28.4,1720,2329,2673,0.2,-0.19,0.4,83.92%,85.31%,70.48%,59.81%,27.27%,26.64%,8333.29
2015/9/17,28.3,29,28.2,28.55,28.09,27.81,26.27,28.35,4730,2540,2713,0.28,-0.1,0.38,83.16%,84.60%,76.94%,63.18%,28.26%,27.45%,8445.5
2015/9/18,28.7,29.3,28.4,28.8,28.25,28.01,26.48,28.3,6539,3244,3003,0.36,-0.01,0.37,81.97%,83.72%,79.88%,64.96%,28.63%,28.04%,8462.14
2015/9/21,28.6,28.7,28.2,28.2,28.33,28.13,26.78,28.23,2213,3325,3085,0.38,0.07,0.31,65.76%,77.73%,58.45%,57.66%,24.70%,26.37%,8307.04
2015/9/22,28.6,28.6,28.25,28.3,28.39,28.21,27.05,28.19,1228,3286,2991,0.4,0.14,0.26,56.97%,70.81%,60.56%,58.51%,21.05%,23.71%,8365.92
2015/9/23,28.05,28.2,27.65,27.7,28.31,28.18,27.23,28.13,1910,3324,2827,0.36,0.18,0.18,38.99%,60.20%,44.31%,51.72%,18.27%,20.99%,8193.42
2015/9/24,27.9,28,27.6,27.65,28.13,28.11,27.4,28.07,2101,2798,2669,0.32,0.21,0.11,26.97%,49.13%,43.16%,51.18%,15.19%,18.09%,8123.1
2015/9/25,27.7,28,27.6,27.95,27.96,28.11,27.53,28.01,1428,1776,2510,0.29,0.23,0.07,24.85%,41.03%,52.16%,54.30%,13.55%,15.82%,8132.35
2015/9/30,27.6,27.95,27.6,27.9,27.9,28.12,27.67,27.95,1443,1622,2474,0.27,0.23,0.04,22.45%,34.84%,50.56%,53.68%,10.96%,13.39%,8181.24
2015/10/1,28.1,28.8,28.1,28.45,27.93,28.16,27.81,27.9,2161,1809,2547,0.3,0.25,0.05,31.63%,33.77%,64.81%,59.29%,9.00%,11.20%,8295.94
2015/10/2,27.95,28.25,27.9,28.1,28.01,28.16,27.89,27.85,2504,1927,2626,0.28,0.25,0.03,30.89%,32.81%,53.12%,54.69%,7.72%,9.46%,8305.03
2015/10/5,28.35,28.65,28.3,28.5,28.18,28.16,27.98,27.83,1769,1861,2330,0.3,0.26,0.04,45.59%,37.07%,62.42%,58.69%,6.94%,8.20%,8352.36
2015/10/6,28.85,30,28.8,29.4,28.47,28.22,28.11,27.83,5362,2648,2212,0.39,0.29,0.1,55.40%,43.18%,75.53%,66.04%,7.01%,7.60%,8394.1
2015/10/7,29.5,29.55,29.05,29.25,28.74,28.32,28.23,27.81,3299,3019,2321,0.44,0.32,0.12,59.85%,48.74%,70.60%,63.97%,6.84%,7.22%,8495.23
2015/10/8,29.45,29.55,28.8,28.8,28.81,28.37,28.29,27.77,2796,3146,2477,0.45,0.35,0.11,56.56%,51.35%,57.18%,58.02%,6.62%,6.92%,8445.96
2015/10/12,29.6,30.1,29.25,29.7,29.13,28.57,28.37,27.75,4599,3565,2746,0.51,0.38,0.13,65.71%,56.13%,70.60%,65.10%,7.84%,7.38%,8573.72
2015/10/13,30.2,30.4,29.8,29.8,29.39,28.79,28.45,27.73,3845,3980,2921,0.58,0.42,0.16,70.00%,60.75%,71.77%,65.80%,8.95%,8.16%,8567.92
2015/10/14,29.85,31.45,29.55,30.7,29.65,29.06,28.58,27.72,7498,4407,3528,0.67,0.47,0.2,72.96%,64.82%,80.30%,71.42%,11.11%,9.64%,8522.51
2015/10/15,30.7,31.1,30.4,30.4,29.88,29.31,28.71,27.72,3660,4480,3749,0.74,0.52,0.21,72.11%,67.25%,71.64%,67.39%,12.05%,10.84%,8601.52
2015/10/16,30.45,32.3,30.45,32.3,30.58,29.7,28.93,27.76,11841,6289,4717,0.88,0.59,0.28,81.41%,71.97%,84.42%,76.54%,15.89%,13.36%,8604.95
2015/10/19,32.3,32.9,31.6,32.05,31.05,30.09,29.13,27.8,9209,7211,5388,1,0.68,0.33,80.69%,74.88%,78.81%,73.58%,18.09%,15.72%,8631.5
2015/10/20,32.25,33.3,32.15,32.55,31.6,30.5,29.33,27.85,8416,8125,6053,1.13,0.77,0.36,81.57%,77.11%,81.72%,75.63%,20.52%,18.12%,8653.6
2015/10/21,33.05,33.3,32.35,32.85,32.03,30.84,29.53,27.92,4030,7431,5919,1.23,0.86,0.37,84.38%,79.53%,83.37%,76.82%,22.79%,20.46%,8609.23
2015/10/22,32.7,33,32.6,32.75,32.5,31.19,29.76,28,2594,7218,5849,1.29,0.95,0.35,85.06%,81.38%,80.47%,75.48%,24.09%,22.27%,8608.46
2015/10/23,33.1,33.5,32.7,32.7,32.58,31.58,29.98,28.07,4488,5747,6018,1.34,1.03,0.31,83.29%,82.01%,78.83%,74.78%,24.93%,23.60%,8673.81
2015/10/26,32.85,33.25,32.85,33.2,32.81,31.93,30.25,28.15,4154,4736,5974,1.37,1.1,0.28,86.33%,83.45%,83.00%,77.12%,25.35%,24.47%,8745.36
2015/10/27,33.35,33.35,32.9,33.35,32.97,32.29,30.54,28.22,3617,3777,5951,1.4,1.16,0.24,89.27%,85.39%,84.12%,77.79%,25.32%,24.90%,8701.32
2015/10/28,33.3,33.45,33.05,33.1,33.02,32.53,30.79,28.29,2464,3463,5447,1.39,1.2,0.19,88.48%,86.42%,74.29%,73.84%,24.87%,24.88%,8665.99
2015/10/29,33.3,33.3,32,32.1,32.89,32.7,31,28.35,3717,3688,5453,1.31,1.22,0.09,67.76%,80.20%,47.58%,60.44%,23.39%,24.14%,8571.08
2015/10/30,32.1,33.1,31.4,33.1,32.97,32.78,31.24,28.42,4282,3647,4697,1.25,1.23,0.02,72.16%,77.52%,63.38%,66.98%,22.65%,23.39%,8554.31
2015/11/2,33,33.8,32.65,33.4,33.01,32.91,31.5,28.51,4237,3663,4200,1.25,1.23,0.01,75.88%,76.97%,66.96%,68.67%,21.25%,22.32%,8614.77
2015/11/3,33.4,34,33.4,34,33.14,33.06,31.78,28.6,5301,4000,3888,1.27,1.24,0.03,83.92%,79.29%,73.25%,71.82%,20.25%,21.29%,8713.19
2015/11/4,34,34.15,33.65,33.7,33.26,33.14,31.99,28.7,4508,4409,3936,1.27,1.25,0.02,83.83%,80.80%,65.74%,68.09%,19.55%,20.42%,8857.02
2015/11/5,33.9,33.9,33.5,33.55,33.55,33.22,32.21,28.78,2932,4252,3970,1.24,1.25,0,81.94%,81.18%,61.94%,66.21%,18.19%,19.30%,8850.18
2015/11/6,33.6,34.6,32.7,33.8,33.69,33.33,32.46,28.85,6084,4612,4130,1.21,1.24,-0.03,79.63%,80.66%,65.89%,67.82%,15.73%,17.52%,8693.57
2015/11/9,33.8,34.2,33.35,33.65,33.74,33.38,32.65,28.97,4369,4639,4151,1.18,1.23,-0.05,76.52%,79.28%,61.31%,65.76%,13.87%,15.70%,8642.48
2015/11/10,33.5,33.85,32.85,33.45,33.63,33.39,32.84,29.07,2797,4138,4069,1.11,1.2,-0.09,72.37%,76.98%,55.17%,62.98%,11.39%,13.54%,8536.9
2015/11/11,33.5,33.85,32.9,33.45,33.58,33.42,32.97,29.17,3470,3930,4170,1.04,1.17,-0.13,69.60%,74.52%,55.17%,62.98%,9.75%,11.65%,8415.01
2015/11/12,33.75,33.75,32.9,33.4,33.55,33.55,33.12,29.27,3533,4051,4151,0.98,1.13,-0.16,59.22%,69.42%,53.25%,62.20%,6.64%,9.14%,8428.09
2015/11/13,33.55,35.15,33.55,34.55,33.7,33.7,33.24,29.4,10807,4995,4804,1,1.11,-0.11,64.65%,67.83%,76.15%,71.18%,7.20%,8.17%,8329.5
2015/11/16,34.55,35.75,34.5,35.6,34.09,33.92,33.41,29.56,17004,7522,6081,1.08,1.1,-0.02,74.79%,70.15%,84.48%,76.70%,8.76%,8.46%,8295.4
2015/11/17,36.8,37.2,35.6,36.95,34.79,34.21,33.63,29.74,14918,9946,7042,1.24,1.13,0.11,81.34%,73.88%,89.91%,81.63%,12.33%,10.40%,8419.42
2015/11/18,37.15,39.6,37.1,39,35.9,34.74,33.94,29.98,22437,13740,8835,1.5,1.2,0.3,84.66%,77.48%,93.84%,86.40%,18.22%,14.31%,8340.47
2015/11/19,39.9,40.8,39.4,40.75,37.37,35.46,34.34,30.29,18623,16758,10404,1.83,1.33,0.51,89.57%,81.51%,95.60%,89.04%,24.65%,19.48%,8477.2
2015/11/20,41,42,40.95,42,38.86,36.28,34.81,30.61,15953,17787,11391,2.18,1.5,0.68,93.04%,85.35%,96.46%,90.49%,30.54%,25.01%,8465.45
2015/11/23,42.5,42.85,40.8,41.55,40.05,37.07,35.22,30.9,10778,16542,12032,2.42,1.68,0.74,91.01%,87.24%,88.92%,86.04%,34.13%,29.57%,8485.73
2015/11/24,41.7,45,41.55,44.45,41.55,38.17,35.78,31.24,21936,17945,13946,2.75,1.9,0.86,92.49%,88.99%,93.09%,89.62%,40.01%,34.79%,8400.14
2015/11/25,45,45.35,43.2,44.5,42.65,39.28,36.35,31.56,14789,16416,15078,3.02,2.12,0.9,92.59%,90.19%,93.15%,89.67%,43.92%,39.36%,8386.13
2015/11/26,44.5,44.5,40.75,41.5,42.8,40.09,36.82,31.83,20628,16817,16787,3.02,2.3,0.72,83.23%,87.87%,59.82%,68.20%,43.64%,41.50%,8484.9
2015/11/27,42.4,42.7,40.4,41.3,42.66,40.76,37.23,32.09,15731,16772,17280,2.93,2.43,0.5,74.98%,83.57%,58.16%,67.04%,43.35%,42.42%,8398.4
2015/11/30,41.25,42.8,40.65,42.6,42.87,41.46,37.69,32.36,12231,17063,16802,2.88,2.52,0.36,72.21%,79.78%,65.62%,70.60%,43.47%,42.95%,8320.61
2015/12/1,43.5,43.6,41.95,42.25,42.43,41.99,38.1,32.62,8937,14463,16204,2.84,2.58,0.26,64.10%,74.56%,62.04%,68.43%,43.25%,43.10%,8463.3
2015/12/2,42.7,44.9,42.55,44.35,42.4,42.53,38.63,32.91,16252,14756,15586,2.9,2.65,0.25,69.34%,72.82%,72.74%,73.73%,43.52%,43.31%,8457.4
2015/12/3,44.45,45,43.4,43.4,42.78,42.79,39.13,33.19,9291,12488,14653,2.89,2.7,0.2,66.43%,70.69%,63.09%,68.09%,42.49%,42.90%,8456.06
2015/12/4,42.9,44.95,42.75,44.4,43.4,43.03,39.66,33.47,8378,11018,13895,2.88,2.73,0.15,71.22%,70.86%,68.39%,70.66%,41.55%,42.22%,8398.6
2015/12/7,45.2,46.2,43.5,43.7,43.62,43.25,40.16,33.73,9434,10458,13761,2.85,2.76,0.09,66.45%,69.39%,61.03%,66.56%,39.50%,40.86%,8454.27
2015/12/8,43.7,43.9,42.2,43.2,43.81,43.12,40.65,33.98,9286,10528,12496,2.7,2.74,-0.04,60.39%,66.39%,55.88%,63.68%,36.43%,38.65%,8343.86
2015/12/9,43.7,43.95,42.25,42.9,43.52,42.96,41.12,34.22,7111,8700,11728,2.54,2.7,-0.16,54.63%,62.47%,52.67%,61.93%,32.48%,35.56%,8229.62
2015/12/10,43.7,45.2,43.15,44.8,43.8,43.29,41.69,34.51,11405,9123,10806,2.51,2.67,-0.15,61.34%,62.09%,67.03%,68.01%,28.01%,31.78%,8216.17
2015/12/11,45.2,45.7,42.2,42.3,43.38,43.39,42.08,34.75,13962,10240,10629,2.35,2.6,-0.25,43.64%,55.94%,45.32%,55.32%,22.98%,27.38%,8115.89
2015/12/14,41.8,45,41.3,44.5,43.54,43.58,42.52,35.02,13385,11030,10744,2.25,2.53,-0.28,50.86%,54.25%,59.26%,62.11%,18.44%,22.91%,8040.16
2015/12/15,44.9,46.5,44.85,46.35,44.17,43.99,42.99,35.32,18964,12965,11747,2.32,2.49,-0.17,66.28%,58.26%,67.59%,66.74%,15.58%,19.24%,8073.35
2015/12/16,46.75,47.5,44.65,45.1,44.61,44.07,43.3,35.59,16755,14894,11797,2.32,2.45,-0.14,64.62%,60.38%,57.98%,61.22%,13.51%,16.37%,8184.66
2015/12/17,45.15,46,44.35,46,44.85,44.33,43.56,35.88,10218,14657,11890,2.29,2.42,-0.13,68.35%,63.03%,62.58%,63.59%,13.34%,14.86%,8319.67
2015/12/18,45.5,48.3,45.4,47.3,45.85,44.62,43.82,36.2,18819,15628,12934,2.36,2.41,-0.05,74.14%,66.74%,68.54%,66.78%,14.77%,14.81%,8257.32
2015/12/21,47.3,48.2,46.7,47.3,46.41,44.98,44.11,36.53,7760,14503,12767,2.41,2.41,0,78.00%,70.49%,68.54%,66.78%,15.40%,15.10%,8282.17
2015/12/22,47.5,47.85,46.55,47.75,46.69,45.43,44.28,36.86,6185,11947,12456,2.43,2.41,0.02,82.71%,74.56%,70.86%,67.94%,16.93%,16.02%,8292.74
2015/12/23,48,48.8,47.7,47.7,47.21,45.91,44.44,37.19,9191,10435,12664,2.46,2.42,0.04,83.59%,77.57%,70.17%,67.65%,18.16%,17.09%,8315.7
2015/12/24,48,48.4,46.4,46.5,47.31,46.08,44.69,37.5,5943,9580,12118,2.37,2.41,-0.04,78.83%,77.99%,54.82%,60.94%,17.43%,17.26%,8324.36
2015/12/25,46.95,47,45.6,46.45,47.14,46.5,44.94,37.8,4450,6706,11167,2.23,2.37,-0.15,68.29%,74.76%,54.23%,60.66%,16.18%,16.72%,8363.28
2015/12/28,46.8,46.95,45.5,46,46.88,46.65,45.11,38.1,4194,5993,10248,2.07,2.31,-0.24,57.88%,69.13%,48.55%,58.10%,15.51%,16.12%,8358.49
2015/12/29,46,46.4,45.35,45.95,46.52,46.61,45.3,38.39,3810,5518,8733,1.91,2.23,-0.32,50.57%,62.95%,47.89%,57.81%,14.38%,15.25%,8293.91
2015/12/30,46.4,46.4,45.7,45.8,46.14,46.68,45.37,38.66,2011,4082,7258,1.76,2.14,-0.38,38.06%,54.65%,45.63%,56.86%,14.25%,14.75%,8279.99
2015/12/31,45.8,47.05,45.55,46.95,46.23,46.77,45.55,38.96,4060,3705,6642,1.68,2.05,-0.37,40.83%,50.05%,62.09%,62.06%,13.92%,14.33%,8338.06
2016/1/4,47.05,47.2,45.6,45.6,46.06,46.6,45.61,39.24,5802,3975,5341,1.55,1.95,-0.4,29.64%,43.24%,43.52%,53.76%,13.71%,14.02%,8114.26
2016/1/5,45.6,46.5,45.25,46.5,46.16,46.52,45.75,39.52,6714,4479,5236,1.44,1.85,-0.4,31.50%,39.33%,54.43%,57.86%,13.21%,13.61%,8075.11
2016/1/6,46.6,46.75,43.4,43.75,45.72,46.12,45.78,39.75,9026,5523,5520,1.2,1.72,-0.52,23.33%,34.00%,31.87%,44.66%,12.83%,13.22%,7990.39
2016/1/7,43.75,44.95,42.5,43.5,45.26,45.7,45.81,39.97,6564,6433,5257,0.93,1.56,-0.63,22.65%,30.21%,30.49%,43.67%,12.35%,12.79%,7852.06
2016/1/8,43.5,44.5,43.1,43.75,44.62,45.43,45.75,40.19,6332,6888,5296,0.73,1.39,-0.67,23.96%,28.13%,33.92%,45.00%,12.84%,12.81%,7893.97
2016/1/11,43.5,43.5,41.05,41.15,43.73,44.9,45.7,40.34,8855,7498,5737,0.39,1.19,-0.8,16.52%,24.26%,20.99%,35.50%,14.16%,13.49%,7788.42
2016/1/12,42.65,43.65,42.3,43,43.03,44.6,45.62,40.52,8536,7863,6171,0.23,1,-0.77,21.58%,23.37%,40.39%,44.58%,14.94%,14.22%,7768.45
2016/1/13,43.6,43.9,41.8,42.5,42.78,44.25,45.43,40.68,5041,7066,6294,0.07,0.81,-0.74,22.25%,22.99%,37.41%,42.80%,16.06%,15.14%,7824.61
2016/1/14,41,42.85,41,42.25,42.53,43.9,45.29,40.84,4867,6726,6580,-0.1,0.63,-0.73,21.55%,22.51%,35.83%,41.89%,17.23%,16.19%,7742.88
2016/1/15,42.9,42.95,40.25,40.5,41.88,43.25,45.01,40.97,4791,6418,6653,-0.31,0.44,-0.76,15.65%,20.22%,26.42%,36.04%,19.57%,17.88%,7762.01
2016/1/18,39.2,42.85,39.2,42.6,42.17,42.95,44.78,41.13,6803,6008,6753,-0.42,0.27,-0.69,25.44%,21.96%,46.61%,45.93%,19.62%,18.75%,7811.18
2016/1/19,42,42.4,41.2,41.65,41.9,42.47,44.49,41.28,4078,5116,6489,-0.5,0.12,-0.62,31.17%,25.03%,40.57%,42.67%,19.93%,19.34%,7854.88
2016/1/20,41.5,42.5,41,41.6,41.72,42.25,44.19,41.41,4354,4979,6022,-0.57,-0.02,-0.55,35.87%,28.64%,40.24%,42.50%,19.64%,19.49%,7699.12
2016/1/21,41.65,42.4,41.1,41.1,41.49,42.01,43.86,41.55,3263,4658,5692,-0.63,-0.14,-0.49,37.39%,31.56%,36.66%,40.70%,19.25%,19.37%,7664.01
2016/1/22,41.8,42.4,41.45,42,41.79,41.84,43.63,41.71,3437,4387,5403,-0.63,-0.24,-0.39,44.78%,35.97%,46.86%,45.25%,18.85%,19.11%,7756.18
2016/1/25,42.5,43.5,42.5,43.25,41.92,42.05,43.47,41.88,3372,3701,4854,-0.53,-0.3,-0.23,58.58%,43.51%,58.09%,50.96%,17.96%,18.54%,7894.15
2016/1/26,43.3,44.2,42.6,44,42.39,42.15,43.37,42.06,4142,3714,4415,-0.4,-0.32,-0.08,71.05%,52.69%,63.63%,54.09%,17.24%,17.89%,7828.67
2016/1/27,44.85,44.85,42.85,42.9,42.65,42.19,43.22,42.21,5147,3872,4425,-0.32,-0.32,0,69.20%,58.19%,51.63%,49.08%,16.43%,17.16%,7849.83
2016/1/28,42.25,43.2,42.25,42.6,42.95,42.22,43.06,42.35,3266,3873,4265,-0.31,-0.32,0.01,66.19%,60.86%,48.62%,47.76%,15.57%,16.36%,7905.1
2016/1/29,43.1,43.35,41.95,41.95,42.94,42.37,42.81,42.49,4922,4170,4278,-0.33,-0.32,-0.01,52.35%,58.02%,42.24%,44.91%,13.38%,14.87%,8080.6
2016/1/30,42.3,42.45,40.3,40.65,42.42,42.17,42.56,42.61,8197,5135,4418,-0.44,-0.34,-0.1,37.47%,51.17%,32.11%,39.74%,12.72%,13.80%,8145.21
2016/2/1,40.8,41.3,39.8,41.2,41.86,42.13,42.3,42.73,7534,5813,4763,-0.53,-0.38,-0.15,34.22%,45.52%,39.48%,42.78%,9.82%,11.81%,8156.96
2016/2/2,41.5,42.15,40.85,41.95,41.67,42.16,42.21,42.88,5224,5829,4850,-0.53,-0.41,-0.12,37.00%,42.68%,48.60%,46.78%,9.34%,10.57%,8131.24
2016/2/3,42.05,42.05,41,41,41.35,42.15,42.08,43,3688,5913,4893,-0.56,-0.44,-0.12,32.59%,39.32%,39.54%,42.66%,9.23%,9.90%,8063
2016/2/15,41.3,41.95,41.15,41.4,41.24,42.09,41.96,43.13,3563,5641,4906,-0.56,-0.47,-0.1,32.29%,36.97%,44.75%,44.89%,8.60%,9.25%,8066.51
2016/2/16,41.85,41.9,41.2,41.55,41.42,41.92,41.98,43.25,3018,4605,4870,-0.55,-0.48,-0.07,33.08%,35.67%,46.81%,45.75%,8.46%,8.85%,8212.07
2016/2/17,41.85,42.6,41.7,42.45,41.67,41.77,41.96,43.37,5278,4154,4984,-0.48,-0.48,0,46.93%,39.43%,58.07%,50.79%,8.24%,8.55%,8214.25
2016/2/18,42.95,43.25,41.8,42.15,41.71,41.69,41.94,43.45,5469,4203,5016,-0.41,-0.47,0.06,53.35%,44.07%,53.53%,49.13%,8.17%,8.36%,8314.67
2016/2/19,42.5,43,42.2,42.7,42.05,41.7,41.96,43.51,4384,4342,5128,-0.33,-0.44,0.11,63.59%,50.58%,60.34%,52.25%,8.30%,8.33%,8325.04
2016/2/22,43.2,43.4,42.45,42.5,42.27,41.76,42.06,43.54,2786,4187,4914,-0.25,-0.4,0.15,67.39%,56.18%,56.72%,51.01%,7.70%,8.01%,8326.68
2016/2/23,42.8,43.25,42.65,43,42.56,41.99,42.08,43.56,3387,4261,4433,-0.17,-0.36,0.18,73.03%,61.80%,63.33%,53.99%,7.87%,7.94%,8334.64
2016/2/24,43.2,44.5,42.8,44.2,42.91,42.29,42.21,43.6,8245,4854,4504,-0.03,-0.29,0.26,79.16%,67.59%,74.53%,60.31%,8.91%,8.42%,8282.86
2016/2/25,44.1,44.9,43.4,43.8,43.24,42.48,42.32,43.59,5967,4954,4579,0.08,-0.22,0.3,76.33%,70.50%,66.42%,57.44%,9.36%,8.89%,8365.86
2016/2/26,44,44.8,43.3,44.55,43.61,42.83,42.49,43.59,4842,5045,4694,0.2,-0.13,0.33,81.07%,74.02%,73.03%,61.22%,9.99%,9.44%,8411.16
2016/3/1,44.6,45.95,44.6,45.3,44.17,43.22,42.66,43.66,4114,5311,4749,0.37,-0.03,0.4,82.28%,76.78%,78.18%,64.64%,11.41%,10.43%,8485.69
2016/3/2,45.85,45.85,44.8,45.4,44.65,43.61,42.76,43.73,3267,5287,4774,0.5,0.07,0.43,83.77%,79.11%,78.83%,65.09%,12.65%,11.54%,8544.05
2016/3/3,45.8,46.25,45,45.1,44.83,43.87,42.82,43.77,4435,4525,4690,0.6,0.18,0.42,79.71%,79.31%,71.22%,62.50%,13.28%,12.41%,8611.79
2016/3/4,45.3,45.5,44.7,45.1,45.09,44.17,42.93,43.81,3699,4071,4513,0.65,0.27,0.37,76.39%,78.34%,71.22%,62.50%,14.04%,13.22%,8643.55
2016/3/7,45,45.25,44.6,44.9,45.16,44.39,43.04,43.82,3601,3823,4434,0.66,0.35,0.31,71.76%,76.14%,65.18%,60.58%,14.53%,13.88%,8659.55
2016/3/8,44.8,44.8,43.8,43.95,44.89,44.53,43.14,43.83,4050,3810,4561,0.6,0.4,0.2,58.95%,70.41%,43.95%,52.28%,14.42%,14.15%,8664.31
2016/3/9,43.8,44.5,43.6,44,44.61,44.63,43.31,43.83,2824,3722,4504,0.54,0.43,0.11,47.21%,62.68%,45.08%,52.66%,13.43%,13.79%,8634.11
2016/3/10,44.6,44.95,43.65,44.25,44.44,44.64,43.46,43.84,4973,3829,4177,0.51,0.45,0.07,42.21%,55.85%,51.01%,54.59%,12.73%,13.26%,8660.7
2016/3/11,44.1,44.3,43.6,43.75,44.17,44.63,43.55,43.84,4578,4005,4038,0.44,0.45,0,30.03%,47.25%,40.51%,50.13%,12.31%,12.78%,8706.14
2016/3/14,43.75,44.8,43.75,44.8,44.15,44.66,43.74,43.88,5343,4354,4088,0.44,0.44,0,35.11%,43.20%,60.82%,57.99%,11.24%,12.01%,8747.9
