®É¶¡,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF,MACD9,OSC,K,D,RSIx6,RSIx12,BBand width,Band%EMA3,TaiwanAll
2017/9/8,67,67.3,66.4,66.8,66.82,67.79,69.08,73.26,3714,4983,4140,-2.19,-2.03,-0.16,32.18%,29.10%,34.60%,32.26%,13.63%,15.73%,10609.95
2017/9/11,66,67.2,65.6,67,66.58,67.67,68.65,73.2,3692,5353,4070,-2.14,-2.05,-0.09,36.42%,31.54%,38.04%,33.78%,10.81%,13.27%,10572.16
2017/9/12,67.3,68.2,67.2,67.9,66.8,67.56,68.3,73.16,3215,4350,3970,-1.99,-2.04,0.05,45.81%,36.30%,51.74%,40.36%,6.91%,10.09%,10610.35
2017/9/13,68,68.2,67,67,67.08,67.36,68.18,73.1,2485,3317,3912,-1.9,-2.01,0.12,45.81%,39.47%,40.89%,36.41%,6.94%,8.52%,10532.88
2017/9/14,67.1,67.3,66.2,66.5,67.04,67.14,67.96,73.03,2245,3070,3898,-1.85,-1.98,0.13,44.71%,41.22%,35.87%,34.38%,6.23%,7.37%,10553.57
2017/9/15,66,66.6,65.6,66.2,66.92,66.87,67.8,72.95,3183,2964,3974,-1.83,-1.95,0.12,43.53%,41.99%,32.96%,33.16%,6.35%,6.86%,10580.41
2017/9/18,66.5,67.1,65.9,67,66.92,66.75,67.74,72.86,1930,2612,3982,-1.75,-1.91,0.16,50.59%,44.86%,46.78%,39.39%,6.42%,6.64%,10631.57
2017/9/19,67,67.1,65.6,65.7,66.48,66.64,67.58,72.76,3365,2642,3496,-1.72,-1.87,0.15,35.01%,41.57%,33.37%,33.81%,6.74%,6.69%,10576.14
2017/9/20,65.6,65.9,65,65.6,66.2,66.64,67.43,72.67,4130,2971,3144,-1.72,-1.84,0.12,29.59%,37.58%,32.51%,33.41%,7.03%,6.86%,10519.17
2017/9/21,65.5,66.1,65.1,66.1,66.12,66.58,67.29,72.58,2473,3016,3043,-1.67,-1.81,0.13,31.18%,35.45%,41.55%,37.42%,6.94%,6.90%,10578.44
2017/9/22,65.5,65.8,64.1,64.1,65.7,66.31,67.05,72.47,4435,3267,3115,-1.73,-1.79,0.07,20.79%,30.56%,25.29%,29.63%,7.78%,7.34%,10449.68
2017/9/25,64.1,64.1,61.8,62.3,64.76,65.84,66.76,72.33,4099,3700,3156,-1.9,-1.81,-0.08,16.46%,25.86%,17.77%,24.60%,9.80%,8.57%,10335.89
2017/9/26,61.9,62.7,60.9,61.2,63.86,65.17,66.37,72.18,3640,3755,3199,-2.1,-1.87,-0.23,12.54%,21.42%,14.59%,22.10%,11.77%,10.17%,10257.02
2017/9/27,61.3,62.4,61.3,61.7,63.08,64.64,66,72.02,2701,3470,3220,-2.21,-1.94,-0.27,12.66%,18.50%,22.19%,25.84%,12.75%,11.46%,10326.68
2017/9/28,65.5,67.5,65.1,66.4,63.14,64.63,65.89,71.93,13676,5710,4363,-1.91,-1.93,0.02,36.22%,24.41%,61.15%,50.30%,12.22%,11.84%,10296.45
2017/9/29,67,67.2,64.8,65.2,63.36,64.53,65.7,71.82,7091,6241,4754,-1.71,-1.89,0.18,45.86%,31.56%,53.02%,46.07%,11.53%,11.69%,10329.94
2017/9/30,65.5,66,65.2,65.6,64.02,64.39,65.57,71.72,1095,5641,4671,-1.54,-1.82,0.28,54.31%,39.14%,55.39%,47.67%,11.01%,11.35%,10383.94
2017/10/2,66.1,66.4,65.5,65.8,64.94,64.4,65.52,71.55,3258,5564,4660,-1.36,-1.73,0.37,60.96%,46.41%,56.70%,48.50%,10.89%,11.12%,10465.16
2017/10/3,66.3,66.6,65.2,65.8,65.76,64.42,65.53,71.38,3182,5660,4565,-1.21,-1.62,0.41,65.38%,52.74%,56.70%,48.50%,10.90%,11.01%,10469.35
2017/10/5,65.6,66.1,65.2,65.8,65.64,64.39,65.49,71.18,2828,3491,4601,-1.09,-1.52,0.43,68.34%,57.94%,56.70%,48.50%,10.79%,10.90%,10518.27
2017/10/6,66,66.1,64.7,64.7,65.54,64.45,65.38,70.97,3850,2843,4542,-1.03,-1.42,0.39,64.75%,60.21%,44.31%,43.55%,10.69%,10.79%,10532.81
2017/10/11,64.4,65.3,64.2,64.4,65.3,64.66,65.25,70.78,3412,3306,4473,-1.01,-1.34,0.32,59.83%,60.08%,41.36%,42.26%,10.54%,10.66%,10641.19
2017/10/12,64.5,65.2,63.3,64.4,65.02,64.98,65.08,70.58,4016,3458,4511,-1.01,-1.27,0.26,48.62%,56.26%,41.36%,42.26%,9.93%,10.30%,10711.44
2017/10/13,64.4,65.1,64,64,64.66,65.21,64.93,70.37,3826,3586,4623,-1,-1.22,0.22,38.40%,50.31%,36.66%,40.37%,9.66%,9.98%,10724.09
2017/10/16,65.4,69.3,65.4,68.7,65.24,65.44,65.04,70.22,17909,6603,5047,-0.68,-1.11,0.43,55.60%,52.07%,75.65%,62.10%,10.71%,10.34%,10774.21
2017/10/17,69.6,72.4,69.6,71.3,66.56,66.05,65.29,70.12,22856,10404,6623,-0.17,-0.92,0.75,66.37%,56.84%,82.72%,68.93%,13.51%,11.93%,10723.15
2017/10/18,72.6,73.6,70.5,71.4,67.96,66.63,65.51,70.01,12449,12211,7759,0.27,-0.68,0.96,70.46%,61.38%,82.94%,69.16%,15.61%,13.77%,10720.28
2017/10/19,71.5,73,71.1,72.4,69.56,67.29,65.85,69.89,8354,13079,8268,0.66,-0.41,1.07,76.42%,66.39%,85.28%,71.50%,18.02%,15.89%,10760.29
2017/10/20,72.3,75.7,71.4,74.5,71.66,68.16,66.29,69.81,20758,16465,10026,1.1,-0.11,1.21,81.06%,71.28%,89.05%,75.71%,21.20%,18.54%,10728.88
2017/10/23,75.7,75.9,73.6,73.8,72.68,68.96,66.68,69.72,8466,14577,10590,1.45,0.2,1.25,81.82%,74.79%,80.77%,71.85%,23.24%,20.89%,10735.21
2017/10/24,74.5,76.2,73.2,74.1,73.24,69.9,67.18,69.63,10640,12133,11269,1.72,0.5,1.21,82.45%,77.34%,81.65%,72.50%,24.68%,22.79%,10743.78
2017/10/25,73.9,74.7,72.8,73.1,73.58,70.77,67.72,69.54,5924,10828,11520,1.83,0.77,1.06,79.83%,78.17%,69.04%,66.84%,24.68%,23.74%,10750.57
2017/10/26,73.5,74.4,73.4,73.6,73.82,71.69,68.34,69.44,3599,9877,11478,1.92,1,0.92,78.53%,78.29%,71.66%,68.20%,23.91%,23.82%,10734.76
2017/10/27,73.6,73.7,71.5,71.5,73.22,72.44,68.83,69.3,4705,6667,11566,1.84,1.17,0.67,61.95%,72.84%,50.21%,57.45%,22.32%,23.07%,10709.11
2017/10/30,72.1,73.5,71.3,71.9,72.84,72.76,69.1,69.18,3872,5748,10162,1.76,1.29,0.47,49.49%,65.06%,53.40%,58.80%,22.31%,22.69%,10756.87
2017/10/31,71.9,73.9,71.5,73.5,72.72,72.98,69.52,69.09,5316,4683,8408,1.75,1.38,0.37,48.68%,59.60%,64.35%,63.81%,22.20%,22.44%,10793.8
2017/11/1,73.3,74.6,72.2,73.7,72.84,73.21,69.92,68.98,5219,4542,7685,1.76,1.46,0.31,48.78%,55.99%,65.57%,64.40%,22.03%,22.24%,10806.36
2017/11/2,74,74.3,73,74.1,72.94,73.38,70.34,68.87,4680,4758,7318,1.78,1.52,0.26,51.57%,54.52%,68.17%,65.62%,21.79%,22.01%,10788.51
2017/11/3,74.5,74.5,72.7,72.9,73.22,73.22,70.69,68.76,3603,4538,5602,1.72,1.56,0.16,45.26%,51.43%,53.59%,58.99%,21.06%,21.54%,10800.77
2017/11/6,72.9,74.8,72.1,74.1,73.66,73.25,71.11,68.71,4858,4735,5242,1.7,1.59,0.11,56.84%,53.23%,63.07%,63.06%,20.34%,20.94%,10786.19
2017/11/7,74.1,74.4,72.7,74.2,73.8,73.26,71.58,68.68,4692,4610,4647,1.67,1.6,0.06,65.51%,57.33%,63.81%,63.39%,18.76%,19.85%,10840.34
2017/11/8,74.2,76.4,73.7,75.1,74.08,73.46,72.12,68.67,9604,5487,5015,1.72,1.63,0.09,68.51%,61.06%,70.24%,66.35%,16.67%,18.26%,10818.99
2017/11/9,76,79.4,75.3,77.5,74.76,73.85,72.77,68.71,28285,10208,7483,1.93,1.69,0.24,71.19%,64.43%,81.03%,72.75%,14.62%,16.44%,10743.27
2017/11/10,77.6,78.7,76,77.5,75.68,74.45,73.45,68.85,12624,12013,8275,2.07,1.76,0.31,72.78%,67.21%,81.03%,72.75%,10.74%,13.59%,10732.67
2017/11/13,76.9,76.9,73.1,74.8,75.82,74.74,73.75,68.91,9993,13040,8887,1.96,1.8,0.16,60.85%,65.09%,51.05%,57.98%,9.01%,11.30%,10683.92
2017/11/14,74.8,75.8,72.7,73.3,75.64,74.72,73.85,68.98,7038,13509,9060,1.76,1.79,-0.04,46.04%,58.74%,40.95%,51.63%,8.50%,9.90%,10687.18
2017/11/15,73.5,75.4,72.9,74.8,75.58,74.83,74.02,69.09,4715,12531,9009,1.64,1.76,-0.13,43.02%,53.50%,52.28%,56.79%,7.98%,8.94%,10630.65
2017/11/16,73.9,74.3,73,74,74.88,74.82,74.1,69.18,5052,7884,9046,1.47,1.7,-0.23,37.36%,48.12%,46.56%,53.47%,7.71%,8.32%,10625.04
2017/11/17,74.5,75.4,74,74,74.18,74.93,74.08,69.26,7626,6885,9449,1.36,1.64,-0.27,31.37%,42.54%,46.56%,53.47%,7.70%,8.01%,10701.64
2017/11/20,73.8,74.9,73,74,74.02,74.92,74.09,69.35,3840,5654,9347,1.24,1.56,-0.32,27.38%,37.49%,46.56%,53.47%,7.69%,7.85%,10664.55
2017/11/21,74.8,76.5,74.5,74.6,74.28,74.96,74.11,69.45,7905,5828,9668,1.21,1.49,-0.28,27.71%,34.23%,53.19%,55.98%,7.71%,7.78%,10779.24
2017/11/22,74.6,74.8,73.2,73.4,74,74.79,74.13,69.53,6582,6201,9366,1.06,1.4,-0.34,22.36%,30.27%,40.98%,50.09%,7.66%,7.72%,10822.59
2017/11/23,73.9,75.9,73.9,75.2,74.24,74.56,74.21,69.64,8106,6812,7348,1.05,1.33,-0.28,34.75%,31.76%,58.24%,57.42%,7.72%,7.72%,10854.57
2017/11/24,76.8,77.2,74.9,74.9,74.42,74.3,74.38,69.73,6308,6548,6717,1.06,1.28,-0.22,39.46%,34.33%,55.02%,55.93%,6.98%,7.35%,10854.09
2017/11/27,75.2,75.2,73.5,73.6,74.34,74.18,74.46,69.82,3554,6491,6073,0.93,1.21,-0.28,31.73%,33.46%,42.74%,49.80%,6.35%,6.85%,10750.93
2017/11/28,73.9,75,73.2,75,74.42,74.35,74.54,69.92,3201,5550,5689,0.87,1.14,-0.27,37.03%,34.65%,55.56%,55.52%,6.26%,6.56%,10707.07
2017/11/29,76,76,73.8,74,74.54,74.27,74.55,70.01,3646,4963,5582,0.8,1.07,-0.27,32.62%,33.98%,46.62%,51.00%,6.21%,6.39%,10713.55
2017/11/30,73.5,74.1,72.6,73.3,74.16,74.2,74.51,70.12,5446,4431,5621,0.65,0.99,-0.34,26.82%,31.59%,41.06%,48.01%,6.37%,6.38%,10560.44
2017/12/1,73.8,73.9,70,70.9,73.36,73.89,74.41,70.21,6053,4380,5464,0.37,0.87,-0.49,22.05%,28.41%,27.56%,39.37%,7.45%,6.91%,10600.37
2017/12/4,70.8,70.9,68.4,69.8,72.6,73.47,74.2,70.26,3792,4428,5459,0.02,0.7,-0.68,20.00%,25.61%,23.34%,36.12%,9.23%,8.07%,10651.11
2017/12/5,69.8,70.1,68.6,69.1,71.42,72.92,73.94,70.3,4428,4673,5112,-0.3,0.5,-0.8,15.99%,22.40%,20.89%,34.17%,11.04%,9.56%,10566.85
2017/12/6,69.1,70.5,68.7,70,70.62,72.58,73.69,70.35,6243,5192,5078,-0.51,0.3,-0.8,16.72%,20.51%,31.90%,38.82%,11.90%,10.73%,10393.92
2017/12/7,70.5,70.8,68.6,68.6,69.68,71.92,73.24,70.36,3294,4762,4597,-0.71,0.09,-0.8,12.02%,17.68%,25.32%,34.66%,12.42%,11.58%,10355.76
2017/12/8,69.1,72.7,69.1,72.2,69.94,71.65,72.98,70.45,6664,4884,4632,-0.67,-0.06,-0.61,24.68%,20.01%,54.35%,49.75%,11.30%,11.44%,10398.62
2017/12/11,72.2,74.5,71.7,74,70.78,71.69,72.94,70.57,4841,5094,4761,-0.47,-0.14,-0.33,41.02%,27.01%,62.99%,55.37%,11.15%,11.30%,10473.09
2017/12/12,74.6,75.4,73.3,74.1,71.78,71.6,72.98,70.71,4318,5072,4873,-0.26,-0.16,-0.09,54.49%,36.17%,63.45%,55.67%,11.23%,11.26%,10443.28
2017/12/13,74.2,75.4,73.8,74.5,72.68,71.65,72.96,70.83,4036,4631,4912,-0.06,-0.14,0.08,65.37%,45.90%,65.51%,56.93%,11.16%,11.21%,10470.7
2017/12/14,75,75.2,73.6,73.6,73.68,71.68,72.94,70.96,4176,4807,4785,0.05,-0.1,0.16,68.34%,53.38%,56.85%,53.21%,11.12%,11.17%,10538.01
2017/12/15,74,75,73.3,73.3,73.9,71.92,72.91,71.09,4849,4444,4664,0.12,-0.06,0.18,68.60%,58.46%,54.00%,51.97%,11.06%,11.11%,10491.44
2017/12/18,73.6,73.9,72,72,73.5,72.14,72.81,71.19,2861,4048,4571,0.07,-0.03,0.1,62.40%,59.77%,42.82%,46.82%,11.03%,11.07%,10506.52
2017/12/19,72.5,74.6,72.5,74.3,73.54,72.66,72.79,71.36,4809,4146,4609,0.14,0,0.14,69.54%,63.03%,60.28%,55.36%,10.97%,11.02%,10467.34
2017/12/20,74.8,75,73.5,75,73.64,73.16,72.87,71.57,3103,3960,4295,0.25,0.05,0.2,77.58%,67.88%,64.26%,57.61%,11.25%,11.13%,10504.52
2017/12/21,75.2,76.3,74.3,74.3,73.78,73.73,72.83,71.79,4201,3965,4386,0.35,0.11,0.24,70.56%,68.77%,57.36%,54.60%,11.03%,11.08%,10488.97
2017/12/22,74.4,74.9,73.7,74.7,74.06,73.98,72.82,72.01,1539,3303,3873,0.4,0.17,0.23,67.97%,68.50%,60.28%,56.03%,10.97%,11.03%,10537.27
2017/12/25,75,76,74.1,75,74.66,74.08,72.89,72.15,2808,3292,3670,0.48,0.23,0.25,68.57%,68.53%,62.59%,57.14%,11.24%,11.13%,10522.49
2017/12/26,75.6,75.8,72.7,73,74.4,73.97,72.79,72.28,2304,2791,3469,0.42,0.27,0.15,53.46%,63.51%,42.72%,48.30%,10.94%,11.03%,10421.91
2017/12/27,73.4,74.8,73.4,74.7,74.34,73.99,72.82,72.43,2634,2697,3328,0.44,0.3,0.13,56.57%,61.19%,56.73%,54.79%,11.08%,11.06%,10486.67
2017/12/28,75,76.2,74,75.6,74.6,74.19,72.94,72.59,4137,2684,3325,0.52,0.35,0.17,65.62%,62.67%,62.55%,57.84%,11.54%,11.30%,10567.64
2017/12/29,76.5,79.1,75.7,76.6,74.98,74.52,73.22,72.77,17154,5807,4555,0.71,0.42,0.29,64.46%,63.27%,68.25%,61.03%,11.99%,11.64%,10642.86
2018/1/2,78.1,80.4,77.2,79.9,75.96,75.31,73.73,73.01,14250,8096,5694,1.03,0.54,0.49,74.14%,66.89%,80.18%,69.38%,13.51%,12.58%,10710.73
2018/1/3,81,86.6,80.5,85,78.36,76.38,74.52,73.35,28420,13319,8055,1.67,0.77,0.9,78.92%,70.90%,88.32%,77.51%,17.69%,15.13%,10801.57
2018/1/4,86.2,87.7,84.4,86.2,80.66,77.5,75.33,73.71,15675,15927,9312,2.3,1.07,1.23,82.61%,74.81%,89.54%,78.94%,21.24%,18.19%,10848.63
2018/1/5,85.6,89.4,85,88.6,83.26,78.93,76.33,74.11,12732,17646,10165,2.91,1.44,1.47,86.81%,78.81%,91.63%,81.51%,24.32%,21.26%,10879.8
2018/1/8,88.6,90.4,87.5,88.7,85.68,80.33,77.16,74.53,10615,16338,11073,3.42,1.84,1.59,88.01%,81.87%,91.71%,81.61%,27.27%,24.26%,10915.75
2018/1/9,88.5,89.9,86.4,88.1,87.32,81.64,77.86,74.85,5454,14579,11338,3.73,2.22,1.52,87.50%,83.75%,85.62%,78.77%,29.36%,26.81%,10914.89
2018/1/10,88.1,88.6,84.9,85.1,87.34,82.85,78.41,75.08,7028,10301,11810,3.76,2.52,1.23,80.89%,82.80%,61.22%,66.18%,29.86%,28.34%,10831.09
2018/1/11,86.2,90,85.5,89.6,88.02,84.34,79.17,75.38,14183,10002,12965,3.95,2.81,1.14,85.45%,83.68%,74.37%,73.19%,31.63%,29.98%,10810.06
2018/1/12,90.5,90.8,87.1,87.6,87.82,85.54,79.87,75.64,7465,8949,13298,4.03,3.05,0.98,82.45%,83.27%,62.98%,66.51%,31.96%,30.97%,10883.96
2018/1/15,88.6,89,87.1,87.3,87.54,86.61,80.57,75.85,4075,7641,11990,4,3.24,0.75,76.98%,81.17%,61.29%,65.53%,31.73%,31.35%,10956.31
2018/1/16,87,91.3,87,89.9,87.9,87.61,81.46,76.12,11606,8871,11725,4.07,3.41,0.66,77.89%,80.08%,69.73%,69.74%,31.33%,31.34%,10986.11
2018/1/17,91,94.5,89.1,92.3,89.34,88.34,82.36,76.42,15965,10659,10480,4.29,3.58,0.7,77.62%,79.26%,75.62%,73.06%,31.93%,31.63%,11004.8
2018/1/18,93.3,93.4,89.7,89.9,89.4,88.71,83.11,76.7,14383,10699,10351,4.3,3.73,0.57,69.11%,75.87%,61.31%,65.25%,31.49%,31.56%,11071.57
2018/1/19,91,92.3,89.8,90,89.88,88.85,83.89,76.97,8153,10836,9893,4.24,3.83,0.41,63.78%,71.84%,61.67%,65.42%,30.41%,30.99%,11150.85
2018/1/22,90.3,90.4,87.3,89.8,90.38,88.96,84.65,77.28,7135,11448,9545,4.06,3.88,0.18,59.53%,67.74%,60.31%,64.74%,28.99%,29.99%,11231.46
2018/1/23,91.7,91.8,89.8,90.6,90.52,89.21,85.43,77.59,7236,10574,9723,3.97,3.9,0.08,58.58%,64.69%,64.10%,66.27%,27.36%,28.68%,11253.11
2018/1/24,91.6,96.2,91.5,92.4,90.54,89.94,86.4,77.91,22555,11892,11276,4.06,3.93,0.13,58.62%,62.66%,71.47%,69.53%,24.47%,26.57%,11152.16
2018/1/25,93.2,94.9,91.4,93.4,91.24,90.32,87.33,78.23,9896,10995,10847,4.09,3.96,0.13,62.27%,62.53%,74.90%,71.21%,21.81%,24.19%,11165.95
2018/1/26,95,95.5,93.6,95.4,92.32,91.1,88.32,78.59,8161,10997,10917,4.2,4.01,0.19,71.95%,65.67%,80.52%,74.31%,19.25%,21.72%,11147.1
2018/1/29,99.9,104.5,98.4,104.5,95.26,92.82,89.72,79.12,19987,13567,12508,4.88,4.18,0.7,81.30%,70.88%,91.24%,83.26%,21.07%,21.39%,11221.81
2018/1/30,105,105,96.6,96.7,96.48,93.5,90.56,79.49,25944,17309,13942,5.02,4.35,0.67,71.90%,71.22%,58.27%,62.81%,19.38%,20.39%,11076.78
2018/1/31,95.8,98.2,93.2,96.3,97.26,93.9,91.12,79.86,11578,15113,13503,4.85,4.45,0.4,64.88%,69.11%,57.00%,61.96%,19.16%,19.77%,11103.79
2018/2/1,97.9,99.7,94.7,94.7,97.52,94.38,91.55,80.19,13154,15765,13380,4.66,4.49,0.17,57.19%,65.14%,51.61%,58.50%,18.69%,19.23%,11160.25
2018/2/2,94.3,96.6,94.2,94.6,97.36,94.84,91.85,80.47,6940,15521,13259,4.38,4.47,-0.09,48.65%,59.64%,51.25%,58.28%,18.60%,18.91%,11126.23
2018/2/5,90,91.2,86.6,89.9,94.44,94.85,91.91,80.68,14136,14350,13959,3.67,4.31,-0.64,38.41%,52.57%,36.68%,48.79%,18.43%,18.67%,10946.25
2018/2/6,83.7,85.4,81.8,83.9,91.88,94.18,91.7,80.83,17786,12719,15014,2.62,3.97,-1.36,28.63%,44.59%,25.55%,39.77%,19.68%,19.18%,10404
2018/2/7,87.9,90.9,86.5,87.4,90.1,93.68,91.81,81.07,16858,13775,14444,2.11,3.6,-1.49,27.13%,38.77%,38.59%,46.11%,19.04%,19.11%,10551.54
2018/2/8,89,89.5,85.8,88.1,88.78,93.15,91.74,81.29,8396,12823,14294,1.67,3.21,-1.55,27.14%,34.89%,41.07%,47.32%,19.27%,19.19%,10528.52
2018/2/9,85.1,89.5,84.2,85.4,86.94,92.15,91.63,81.48,17768,14989,15255,1.17,2.8,-1.64,23.26%,31.02%,34.61%,43.24%,19.85%,19.52%,10371.75
2018/2/12,86.5,87.7,85.2,85.4,86.04,90.24,91.53,81.67,8010,13764,14057,0.74,2.39,-1.65,22.21%,28.08%,34.61%,43.24%,20.34%,19.93%,10421.09
2018/2/21,87.7,91,87.3,89.2,87.1,89.49,91.5,81.92,14764,13159,12939,0.66,2.05,-1.38,28.59%,28.25%,50.42%,50.40%,20.41%,20.17%,10714.44
2018/2/22,88,88,85,85,86.62,88.36,91.13,82.09,13631,12514,13144,0.32,1.7,-1.38,26.27%,27.59%,38.18%,43.74%,21.39%,20.78%,10662.38
2018/2/23,87.5,87.6,85.7,86,86.2,87.49,90.94,82.3,7988,12432,12628,0.09,1.38,-1.29,32.40%,29.19%,42.19%,45.61%,21.97%,21.38%,10794.55
2018/2/26,86.8,89.7,86.8,87.5,86.62,86.78,90.81,82.51,8715,10622,12805,0.04,1.11,-1.07,42.26%,33.55%,48.23%,48.41%,22.24%,21.81%,10836.7
2018/2/27,89,89.3,85.5,85.5,86.64,86.34,90.6,82.69,8303,10680,12222,-0.12,0.86,-0.98,34.54%,33.88%,41.32%,45.04%,22.85%,22.33%,10815.47
2018/3/1,86.8,89.9,85.5,89.9,86.78,86.94,90.56,82.96,14623,10652,11906,-0.06,0.68,-0.74,50.97%,39.58%,57.43%,52.91%,22.87%,22.60%,10785.79
2018/3/2,88.2,88.6,86.5,87.1,87.2,86.91,90.3,83.16,8206,9567,11040,-0.12,0.52,-0.64,48.20%,42.45%,47.48%,48.13%,23.09%,22.85%,10698.17
2018/3/5,87.5,87.6,86,86,87.2,86.7,89.93,83.36,4958,8961,10697,-0.25,0.37,-0.61,37.69%,40.86%,43.89%,46.33%,23.32%,23.08%,10642.9
2018/3/6,87.3,87.9,86.7,87.2,87.14,86.88,89.52,83.59,4795,8177,9399,-0.27,0.24,-0.51,37.35%,39.69%,48.94%,48.61%,22.87%,22.97%,10784.34
2018/3/7,87.8,91.3,87.5,90.9,88.22,87.43,88.84,83.92,22905,11097,10889,-0.06,0.18,-0.24,56.11%,45.16%,61.69%,55.04%,17.20%,20.09%,10745.32
2018/3/8,92.3,94.2,89.3,90.1,88.26,87.52,88.51,84.26,17250,11623,11137,0.17,0.18,-0.01,55.03%,48.45%,57.94%,53.47%,15.31%,17.70%,10823.24
2018/3/9,89.4,91.1,88.6,90.1,88.86,88.03,88.2,84.61,5393,11060,10314,0.27,0.2,0.08,54.31%,50.41%,57.94%,53.47%,13.19%,15.44%,10864.82
2018/3/12,90.7,91.2,88.7,90,89.66,88.43,87.96,84.95,9144,11897,10429,0.35,0.23,0.12,53.45%,51.42%,57.31%,53.24%,11.55%,13.50%,11002.1
2018/3/13,90.2,91.9,89.3,89.3,90.08,88.61,87.7,85.29,6682,12275,10226,0.41,0.26,0.14,50.19%,51.01%,52.53%,51.57%,9.42%,11.46%,11095.63
2018/3/14,89.7,90.4,88.8,89,89.7,88.96,87.65,85.57,5282,8750,9924,0.39,0.29,0.1,45.66%,49.23%,50.37%,50.82%,9.25%,10.36%,11038.8
2018/3/15,89.6,91.6,89.2,90.8,89.84,89.05,88,85.85,6394,6579,9101,0.48,0.33,0.15,49.95%,49.47%,61.71%,55.08%,8.84%,9.60%,11018.45
2018/3/16,92.7,92.7,90.5,90.5,89.92,89.39,88.15,86.12,5514,6603,8832,0.58,0.38,0.2,50.19%,49.71%,59.01%,54.22%,9.14%,9.37%,11027.7
2018/3/19,90.5,90.5,88.9,89.5,89.82,89.74,88.22,86.37,4436,5662,8780,0.54,0.41,0.13,43.41%,47.61%,50.23%,51.33%,9.23%,9.30%,11046.9
2018/3/20,88.9,90.7,88.2,89,89.76,89.92,88.4,86.63,4130,5151,8713,0.47,0.42,0.04,33.38%,42.87%,46.11%,49.88%,8.75%,9.02%,11010.84
2018/3/21,89.5,93.2,89.5,92.8,90.52,90.11,88.77,86.96,13223,6739,7745,0.63,0.46,0.17,52.92%,46.22%,69.16%,59.40%,9.15%,9.09%,11011.07
2018/3/22,92.7,95.2,92,94.5,91.26,90.55,89.04,87.33,11477,7756,7168,0.91,0.55,0.36,65.28%,52.57%,74.92%,62.84%,10.71%,9.90%,11005.84
2018/3/23,90.5,92.6,89.8,90.1,91.18,90.55,89.29,87.59,7946,8242,7423,0.85,0.61,0.24,52.57%,52.57%,47.42%,50.70%,9.88%,9.89%,10823.33
2018/3/26,90,97.5,90,97.3,92.74,91.28,89.86,87.97,15790,10513,8087,1.18,0.73,0.46,67.66%,57.60%,69.44%,63.34%,11.95%,10.92%,10840.05
2018/3/27,98,101,96.5,98.5,94.64,92.2,90.41,88.37,17687,13225,9188,1.68,0.92,0.76,71.93%,62.38%,71.81%,64.98%,14.25%,12.58%,10986.79
2018/3/28,97.8,99.7,96.5,97.8,95.64,93.08,91.02,88.75,10254,12631,9685,1.99,1.13,0.86,72.95%,65.90%,68.12%,63.18%,14.92%,13.75%,10865.66
2018/3/29,98.4,99.4,97.2,97.7,96.28,93.77,91.41,89.13,8282,11992,9874,2.22,1.35,0.87,73.38%,68.39%,67.53%,62.91%,16.10%,14.92%,10845.92
2018/3/30,99.9,101,94.7,95.6,97.38,94.28,91.84,89.51,15700,13543,10893,2.27,1.53,0.74,68.19%,68.33%,55.36%,57.30%,15.89%,15.41%,10906.22
2018/3/31,96.2,96.5,95,95.2,96.96,94.85,92.3,89.85,2622,10909,10711,2.18,1.66,0.52,61.98%,66.21%,53.17%,56.26%,14.99%,15.20%,10919.49
2018/4/2,96.4,104.5,96.2,101.5,97.56,96.1,93.01,90.28,31485,13669,13447,2.52,1.83,0.69,67.85%,66.76%,73.20%,66.68%,16.31%,15.75%,10888.27
2018/4/3,101,102,99.5,101.5,98.3,96.97,93.54,90.7,9418,13501,13066,2.78,2.02,0.76,71.76%,68.43%,73.20%,66.68%,17.88%,16.82%,10821.53
2018/4/9,103,103,98.4,99.3,98.62,97.45,94,91.02,14778,14801,13396,2.86,2.19,0.67,69.22%,68.69%,60.24%,60.67%,18.22%,17.52%,10893.53
2018/4/10,100,102,98.2,98.6,99.22,98.3,94.43,91.25,10458,13752,13647,2.84,2.32,0.52,59.41%,65.60%,56.43%,58.83%,18.20%,17.86%,10927.18
2018/4/11,101,102.5,98.5,100.5,100.28,98.62,94.95,91.49,9917,15211,13060,2.88,2.43,0.45,59.34%,63.51%,63.88%,62.22%,18.39%,18.12%,10974.02
2018/4/12,101.5,102,99.6,100.5,100.08,98.82,95.51,91.68,3919,9698,11683,2.89,2.52,0.37,59.29%,62.10%,63.88%,62.22%,18.10%,18.11%,10955.29
2018/4/13,102,104,100.5,100.5,99.88,99.09,96.09,91.88,6485,9111,11306,2.92,2.6,0.32,59.25%,61.15%,63.88%,62.22%,17.40%,17.76%,10965.39
2018/4/16,101.5,101.5,95.6,95.8,99.18,98.9,96.34,92.01,8117,7779,11290,2.58,2.6,-0.02,42.31%,54.87%,36.91%,49.20%,16.62%,17.19%,10954.55
2018/4/17,95.8,96,90.9,95,98.46,98.84,96.56,92.17,10014,7690,10721,2.05,2.49,-0.44,38.25%,49.33%,33.98%,47.36%,15.69%,16.44%,10810.45
