丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)"
2016/8/25,9034.47,9115.47,9031.34,9115.47,9035.97,9082.93,9085.97,8853.89,786.59,720.66,774.1,38.67,61.62,-22.95,48.94%,44.62%
2016/8/26,9097.02,9131.72,9092.08,9131.72,9055.46,9081.07,9093.33,8862.8,658.16,684.73,751.47,39.96,57.29,-17.33,60.10%,49.78%
2016/8/29,9117.53,9136.42,9027.35,9110.17,9081.13,9077.23,9094.81,8872.04,676.25,681.08,739.21,38.46,53.52,-15.06,64.63%,54.73%
2016/8/30,9113.34,9134.37,9093.87,9110.56,9097.06,9077.25,9096.9,8880.76,695.83,686.44,723.92,38.15,50.45,-12.3,67.70%,59.05%
2016/8/31,9122.19,9130.76,9044.5,9068.85,9107.35,9072.37,9100.25,8888.71,870.49,737.46,729.72,34.75,47.31,-12.56,64.11%,60.74%
2016/9/1,9055.73,9069.13,8980.21,9001.15,9084.49,9060.23,9099.07,8895.44,805.69,741.28,730.97,26.48,43.14,-16.67,54.40%,58.63%
2016/9/2,9015.63,9038.48,8958.81,8987.55,9055.66,9055.56,9093.85,8900.57,799.36,769.52,727.13,18.11,38.14,-20.02,41.66%,52.97%
2016/9/5,9032.38,9100.05,9032.38,9090.13,9051.65,9066.39,9090.84,8906.82,640.16,762.3,721.69,18.14,34.14,-16,52.42%,52.79%
2016/9/6,9102.83,9181.85,9098.6,9181.85,9065.91,9081.48,9092.18,8917.58,764.99,776.14,731.29,24.57,32.22,-7.66,68.28%,57.95%
2016/9/7,9202.23,9278.88,9202.23,9259.07,9103.95,9105.65,9095.11,8928.96,930.63,788.16,762.81,36.4,33.06,3.34,76.79%,64.23%
2016/9/8,9241.95,9273.57,9224.89,9262.89,9156.3,9120.39,9101.66,8939.9,779.7,782.97,762.12,45.76,35.6,10.16,82.86%,70.44%
2016/9/9,9217.37,9217.37,9142.13,9164.88,9191.76,9123.71,9102.39,8951.08,674.76,758.05,763.78,45.89,37.66,8.23,76.70%,72.53%
2016/9/10,9084.81,9084.81,9025.53,9053.69,9184.48,9118.06,9097.65,8959.17,486,727.22,744.76,36.06,37.34,-1.28,61.02%,68.69%
2016/9/12,9031.51,9031.51,8947.06,8947.06,9137.52,9101.71,9089.48,8964.53,763.85,726.99,751.56,21.07,34.08,-13.01,40.68%,59.35%
2016/9/13,8983.95,9014.75,8885.55,8940.83,9073.87,9088.91,9080.64,8968.79,789.96,698.85,743.51,7.28,28.72,-21.45,31.80%,50.17%
2016/9/14,8913.11,8965.32,8895.85,8902.3,9001.75,9079.03,9069.63,8971.89,856.71,714.26,748.61,-5.93,21.79,-27.72,22.62%,40.99%
2016/9/19,9003.41,9155.38,9003.41,9152.88,8999.35,9095.56,9075.56,8979.83,1001.31,779.57,768.81,-0.28,17.38,-17.66,37.74%,39.90%
2016/9/20,9141.21,9173.46,9130.9,9161.58,9020.93,9102.7,9084.55,8991.24,694.91,821.35,774.28,7.4,15.38,-7.98,48.55%,42.79%
2016/9/21,9141.92,9228.5,9133.16,9228.5,9077.22,9107.37,9094.43,9004.07,741.09,816.79,771.89,17.15,15.74,1.41,61.83%,49.13%
2016/9/22,9265.28,9290.76,9207.41,9235.26,9136.1,9104.99,9105.32,9016.23,714.38,801.68,750.27,27.58,18.1,9.47,69.99%,56.08%
2016/9/23,9240.25,9284.62,9228.66,9284.62,9212.57,9107.16,9113.78,9027.86,653.59,761.05,737.66,37.71,22.02,15.68,79.49%,63.88%
2016/9/26,9229.34,9229.34,9189.49,9194.52,9220.9,9110.12,9116.92,9036.66,557.28,672.25,725.91,39.73,25.57,14.17,78.41%,68.73%
2016/9/29,9241.61,9303.13,9238.49,9270.9,9242.76,9131.85,9124.95,9045.54,899.72,713.21,767.28,46.37,29.73,16.64,83.03%,73.49%
2016/9/30,9240.44,9240.65,9160.91,9166.85,9230.43,9153.82,9127.77,9052.31,746.01,714.19,765.49,44.09,32.6,11.49,77.53%,74.84%
2016/10/3,9219.52,9256.58,9212.38,9234.2,9230.22,9183.16,9136.04,9060.95,555.97,682.51,742.1,45.83,35.25,10.59,77.36%,75.68%
2016/10/4,9228.66,9287.77,9224.45,9287.77,9230.85,9221.71,9150.37,9072.81,620.14,675.82,718.44,49.68,38.13,11.55,81.93%,77.76%
2016/10/5,9260.69,9276.13,9244.41,9272.28,9246.4,9233.65,9164.6,9083.34,609.37,686.24,679.24,51.67,40.84,10.83,81.90%,79.14%
2016/10/6,9263.4,9284.31,9242.83,9284.31,9249.08,9245.92,9174.31,9091.63,633.31,632.96,673.09,53.26,43.32,9.93,83.53%,80.60%
2016/10/7,9289.66,9289.95,9249.06,9265.81,9268.87,9249.65,9178.51,9098.71,632.36,610.23,662.21,53.39,45.34,8.05,80.27%,80.49%
2016/10/11,9311.79,9327.71,9167.72,9219.82,9266,9248.11,9176.55,9104.74,896.91,678.42,680.47,50.18,46.31,3.88,65.29%,75.42%
2016/10/12,9201.55,9258.69,9166.58,9252.6,9258.96,9244.91,9176.03,9111.18,663.05,687,681.41,47.01,46.45,0.56,61.85%,70.90%
2016/10/13,9268.22,9285.05,9187.78,9219.17,9248.34,9247.37,9178.75,9115.67,752.18,715.56,700.9,43.6,45.88,-2.28,52.87%,64.89%
2016/10/14,9198.26,9216.63,9149.87,9165.17,9224.51,9236.8,9184.32,9118.28,679.85,724.87,678.91,36.15,43.93,-7.78,38.12%,55.97%
2016/10/17,9150.67,9182.67,9074.99,9176.22,9206.6,9237.74,9195.78,9120.64,615.47,721.49,665.86,28.18,40.78,-12.6,38.76%,50.23%
2016/10/18,9175.07,9222.58,9157.4,9222.58,9207.15,9236.57,9209.87,9124.22,641.38,670.39,674.4,25.9,37.81,-11.9,45.31%,48.59%
2016/10/19,9227.98,9298.87,9226.46,9283.99,9213.43,9236.2,9228.95,9128.01,738.89,685.56,686.28,29.17,36.08,-6.91,57.77%,51.65%
2016/10/20,9288.49,9331.89,9279.15,9317.24,9233.04,9240.69,9237.17,9133.08,653.12,665.74,690.65,34.43,35.75,-1.32,69.95%,57.75%
2016/10/21,9322.55,9348.09,9292.53,9306.57,9261.32,9242.92,9244.42,9138.33,760.07,681.79,703.33,38.33,36.27,2.06,74.90%,63.47%
2016/10/24,9333.94,9343.57,9308.53,9322.5,9290.58,9248.59,9249.12,9143.29,578.57,674.41,697.95,41.81,37.37,4.43,80.14%,69.02%
2016/10/25,9338.09,9399.97,9334.8,9385.65,9323.19,9265.17,9256.64,9148.66,657.26,677.58,673.99,48.23,39.54,8.68,85.29%,74.45%
2016/10/26,9355.66,9372.74,9338.84,9362.25,9338.84,9276.13,9260.52,9153.42,613.44,652.49,669.02,51.31,41.9,9.41,86.33%,78.41%
2016/10/27,9363.9,9370.32,9286.86,9299.55,9335.3,9284.17,9265.77,9158.67,678.81,657.63,661.69,49.55,43.43,6.12,80.58%,79.13%
2016/10/28,9307.39,9320.57,9276.71,9306.92,9335.37,9298.35,9267.57,9162.44,641.14,633.85,657.82,46.71,44.08,2.63,74.27%,77.51%
2016/10/31,9283.2,9314.34,9194.48,9290.12,9328.9,9309.74,9273.74,9166.13,599.27,637.99,656.2,41.52,43.57,-2.05,65.03%,73.35%
2016/11/1,9272.3,9289.12,9236.82,9272.7,9306.31,9314.75,9275.66,9170.65,493.84,605.3,641.44,36.62,42.18,-5.56,56.04%,67.58%
2016/11/2,9230.23,9230.23,9139.04,9139.04,9261.67,9300.25,9268.22,9172.56,642.5,611.11,631.8,23.92,38.53,-14.61,37.36%,57.51%
2016/11/3,9126.29,9154.19,9067.27,9067.27,9215.21,9275.26,9257.97,9172.14,675.42,610.44,634.03,7.88,32.4,-24.52,24.91%,46.64%
2016/11/4,9065.11,9098.88,9048.21,9068.15,9167.46,9251.42,9247.17,9170.77,531.5,588.51,611.18,-6.23,24.67,-30.9,18.49%,37.26%
2016/11/7,9102.97,9191.67,9102.97,9189.84,9147.4,9238.15,9243.37,9171.35,564.53,581.56,609.77,-9.41,17.86,-27.27,26.88%,33.80%
2016/11/8,9214.95,9230.2,9165,9217.43,9136.35,9221.33,9243.25,9171.64,578.1,598.41,601.86,-8.69,12.55,-21.24,35.43%,34.34%
2016/11/9,9252.27,9296.86,8926.6,8943.2,9097.18,9179.42,9227.78,9168.49,1197.47,709.4,660.26,-22.39,5.56,-27.95,25.02%,31.24%
2016/11/10,9070.64,9179.18,9070.64,9152.18,9114.16,9164.69,9224.43,9168.52,895.74,753.47,681.95,-24.01,-0.35,-23.65,36.08%,32.85%
2016/11/11,9067.65,9067.65,8949.38,8957.76,9092.08,9129.77,9214.06,9165.34,1140.83,875.33,731.92,-37.4,-7.76,-29.64,26.86%,30.85%
2016/11/14,8955.27,8991.94,8879.69,8940.4,9042.19,9094.8,9202.27,9162.51,984.53,959.33,770.45,-51.06,-16.42,-34.63,22.75%,28.15%
2016/11/15,8927.92,8981.05,8923.36,8931.03,8984.91,9060.63,9187.69,9159.4,803.81,1004.47,801.44,-60.9,-25.32,-35.58,19.27%,25.19%
2016/11/16,8955.76,9032.31,8955.76,8962.22,8988.72,9042.95,9171.6,9156.73,783.12,921.61,815.5,-65,-33.25,-31.74,19.44%,23.28%
2016/11/17,8984.57,8998.23,8936.3,8995.26,8957.33,9035.75,9155.5,9156.08,644.81,871.42,812.44,-67.22,-40.05,-27.17,22.20%,22.92%
2016/11/18,8991.5,9025.98,8958.22,9008.79,8967.54,9029.81,9140.61,9156.53,700.79,783.41,829.37,-66.66,-45.37,-21.3,25.11%,23.65%
2016/11/21,9009.78,9049.76,8986.4,9041.11,8987.68,9014.94,9126.54,9156.7,628.75,712.26,835.79,-63.15,-48.92,-14.22,29.64%,25.65%
2016/11/22,9058.58,9161.19,9058.58,9133.39,9028.15,9006.53,9113.93,9158.63,816.62,714.82,859.65,-52.33,-49.6,-2.72,48.00%,33.10%
2016/11/23,9146.72,9202.72,9146.72,9178.23,9071.36,9030.04,9104.73,9159.68,753.85,708.96,815.28,-38.88,-47.46,8.58,62.80%,43.00%
2016/11/24,9164.84,9183.16,9137.56,9152.11,9102.73,9030.03,9097.36,9160.02,653.98,710.8,791.11,-29.51,-43.87,14.36,69.98%,51.99%
2016/11/25,9149.35,9191.34,9148.63,9159.07,9132.78,9050.16,9089.97,9160.83,588.02,688.24,735.83,-21.18,-39.33,18.15,74.78%,59.59%
2016/11/28,9167.33,9241.54,9167.33,9222.24,9169.01,9078.35,9086.57,9162.69,725.92,707.68,709.97,-10.51,-33.57,23.05,81.08%,66.75%
2016/11/29,9220.95,9249.06,9192.38,9192.38,9180.81,9104.48,9082.56,9164.75,757.11,695.78,705.3,-2.58,-27.37,24.79,81.34%,71.62%
2016/11/30,9196.09,9240.71,9189.62,9240.71,9193.3,9132.33,9087.64,9168.74,1076.49,760.3,734.63,5.37,-20.82,26.19,86.61%,76.61%
2016/12/1,9245.55,9278.96,9241.78,9263.53,9215.59,9159.16,9097.45,9173.34,751.56,779.82,745.31,14.25,-13.81,28.06,89.31%,80.85%
2016/12/2,9214.56,9214.56,9165.9,9189.49,9221.67,9177.23,9103.52,9175,762.98,814.81,751.53,15.3,-7.99,23.29,79.34%,80.34%
2016/12/5,9194.46,9212.19,9138.64,9160.66,9209.35,9189.18,9102.06,9174.65,635.93,796.81,752.24,14.2,-3.55,17.75,58.34%,73.01%
2016/12/6,9209.8,9280.65,9209.8,9250.77,9221.03,9200.92,9103.73,9174.51,714.26,788.24,742.01,19.56,1.07,18.49,65.27%,70.43%
2016/12/7,9279,9299.92,9247.5,9263.89,9225.67,9209.49,9119.76,9174.52,667.25,706.39,733.35,25.2,5.9,19.3,69.40%,70.09%
2016/12/8,9308.9,9376.41,9308.9,9375.86,9248.13,9231.86,9130.95,9178.04,910.35,738.15,758.99,36.54,12.03,24.51,79.52%,73.23%
2016/12/9,9383.07,9399.25,9366.86,9392.68,9288.77,9255.22,9152.69,9183.69,780.69,741.69,778.25,47.29,19.08,28.21,85.51%,77.32%
2016/12/12,9402.05,9430.34,9336.45,9349.94,9326.63,9267.99,9173.17,9190.4,741.76,762.86,779.84,53.49,25.96,27.53,81.15%,78.60%
2016/12/13,9361.97,9382.14,9342.56,9382.14,9352.9,9286.97,9195.72,9197.76,701.98,760.4,774.32,58.18,32.4,25.77,81.93%,79.71%
2016/12/14,9395.6,9413.13,9353.25,9368.52,9373.83,9299.75,9216.04,9205.53,674.8,761.91,734.15,61.47,38.22,23.26,80.89%,80.10%
2016/12/15,9337.21,9370.51,9309.79,9360.35,9370.73,9309.43,9234.29,9208.99,719.04,723.65,730.9,61.32,42.84,18.48,79.26%,79.82%
2016/12/16,9352.27,9379.75,9326.78,9326.78,9357.55,9323.16,9250.19,9211.74,804.06,728.33,735.01,59.68,46.21,13.47,70.52%,76.72%
2016/12/19,9316.06,9317.03,9237.98,9239.32,9335.42,9331.03,9260.1,9211.92,580.91,696.16,729.51,51.2,47.21,4,47.25%,66.90%
2016/12/20,9229.74,9258.69,9199.84,9242.41,9307.48,9330.19,9265.55,9212.04,603.43,676.45,718.43,42.18,46.2,-4.02,37.65%,57.15%
2016/12/21,9234.94,9263.5,9204.26,9204.26,9274.62,9324.23,9266.86,9210.7,593.32,660.15,711.03,33.29,43.62,-10.33,25.74%,46.68%
2016/12/22,9204.29,9209.72,9118.75,9118.75,9226.3,9298.52,9265.19,9209.44,582.86,632.92,678.28,19.76,38.85,-19.09,17.16%,36.84%
2016/12/23,9112.33,9128.83,9078.64,9078.64,9176.68,9267.11,9261.17,9206.23,533.72,578.85,653.59,4.92,32.06,-27.14,11.44%,28.37%
2016/12/26,9088.99,9127.74,9083.28,9110.54,9150.92,9243.17,9255.58,9205.3,323.03,527.27,611.71,-5.42,24.56,-29.98,10.81%,22.52%
2016/12/27,9120.88,9132.05,9100.83,9109.27,9124.29,9215.88,9251.43,9203.21,337.29,474.04,575.24,-13.07,17.04,-30.11,10.59%,18.54%
2016/12/28,9120.9,9203.56,9120.9,9201.4,9123.72,9199.17,9249.46,9201.77,477.88,450.95,555.55,-13.42,10.95,-24.37,20.65%,19.25%
2016/12/29,9172.39,9196.02,9149.16,9153.09,9130.59,9178.45,9243.94,9199.79,527.66,439.91,536.41,-15.05,5.75,-20.8,24.18%,20.89%
2016/12/30,9186.3,9259.09,9186.3,9253.5,9165.56,9171.12,9247.14,9199.27,574.41,448.05,513.45,-10.16,2.57,-12.72,47.65%,29.81%
2017/1/3,9252.56,9273.65,9235.95,9272.88,9198.03,9174.47,9252.75,9199.39,461.14,475.67,501.47,-4.15,1.22,-5.37,64.97%,41.53%
2017/1/4,9279.52,9299.62,9266.03,9286.96,9233.57,9178.93,9254.56,9200.51,572.99,522.81,498.43,2.28,1.43,0.85,74.74%,52.60%
2017/1/5,9282.56,9358.42,9282.45,9358.14,9264.91,9194.32,9259.27,9202.27,775.71,582.38,516.67,11.63,3.47,8.16,83.12%,62.77%
2017/1/6,9371.41,9381.11,9351.25,9372.22,9308.74,9219.66,9259.09,9204.82,709.13,618.67,529.29,21.21,7.02,14.19,87.75%,71.10%
2017/1/9,9376.48,9404.9,9328.19,9342.42,9326.52,9246.04,9256.58,9207.78,647.09,633.21,540.63,27.3,11.08,16.23,84.99%,75.73%
2017/1/10,9344.19,9353.6,9319.45,9349.64,9341.88,9269.95,9256.56,9210.67,605.98,662.18,568.93,30.86,15.03,15.82,83.51%,78.32%
2017/1/11,9370.17,9384,9333.49,9345.74,9353.63,9293.6,9254.74,9212.72,739.41,695.47,609.14,34.02,18.83,15.19,81.29%,79.31%
2017/1/12,9356.12,9430.58,9356.12,9410.18,9364.04,9314.48,9256.82,9214.82,778.44,696.01,639.2,40.06,23.08,16.98,84.74%,81.12%
2017/1/13,9373.7,9387.68,9352.08,9378.83,9365.36,9337.05,9257.75,9215.85,729.1,700,659.34,42.15,26.89,15.26,80.97%,81.07%
2017/1/16,9356.54,9359.01,9281.21,9292.33,9355.34,9340.93,9256.03,9215.61,583.55,687.29,660.25,37.87,29.09,8.78,59.31%,73.82%
2017/1/17,9301.96,9354.53,9294.68,9354.53,9356.32,9349.1,9261.79,9216.14,588.79,683.86,673.02,36.74,30.62,6.13,55.90%,67.84%
2017/1/18,9344.74,9350.95,9322.44,9341.97,9355.57,9354.6,9266.76,9215.42,776.78,691.33,693.4,35.43,31.58,3.85,50.83%,62.17%
2017/1/19,9324.83,9337.64,9287.54,9318.12,9337.16,9350.6,9272.46,9214.68,816.78,699,697.5,32.08,31.68,0.4,42.12%,55.49%
2017/1/20,9326.8,9350.07,9317.62,9331.46,9327.68,9346.52,9283.09,9215.21,727.33,698.65,699.32,30.47,31.44,-0.97,39.29%,50.09%
2017/1/23,9363.66,9427.46,9363.66,9424.05,9354.03,9354.69,9300.36,9217.16,784.43,738.82,713.06,35.01,32.15,2.86,58.07%,52.75%
2017/1/24,9423.05,9468.34,9416.06,9447.95,9372.71,9364.52,9317.23,9219.8,903.56,801.77,742.82,40.99,33.92,7.07,68.42%,57.97%
2017/2/2,9502.25,9521.34,9413.77,9428.97,9390.11,9372.84,9333.22,9222.4,1479.31,942.28,816.8,45.46,36.23,9.23,66.12%,60.69%
2017/2/3,9450.06,9478.01,9423.93,9455.56,9417.6,9377.38,9345.93,9227.68,1023.36,983.6,841.3,48.84,38.75,10.09,68.28%,63.22%
2017/2/6,9467.67,9548.68,9467.67,9538.01,9458.91,9393.3,9365.17,9235.52,1023.53,1042.83,870.74,56.51,42.3,14.2,77.49%,67.98%
2017/2/7,9527.42,9555.8,9512.56,9554.56,9485.01,9419.52,9380.23,9243.63,957.1,1077.37,908.09,63.56,46.55,17.01,84.84%,73.60%
2017/2/8,9540.77,9564.07,9505.79,9543.25,9504.07,9438.39,9393.74,9249.52,1107.29,1118.12,959.95,67.95,50.83,17.12,87.38%,78.19%
2017/2/9,9555.52,9600.09,9540.51,9590.18,9536.31,9463.21,9408.91,9255.73,1062.37,1034.73,988.5,73.89,55.44,18.45,90.42%,82.27%
2017/2/10,9612.67,9688.15,9612.67,9665.59,9578.32,9497.96,9424.28,9267.77,1368.12,1103.68,1043.64,83.91,61.14,22.77,91.30%,85.28%
2017/2/13,9690.39,9711.43,9681.1,9710.32,9612.78,9535.84,9441.18,9277.07,1011.78,1101.33,1072.08,94.41,67.79,26.62,94.07%,88.21%
2017/2/14,9726.74,9760.01,9698.29,9718.78,9645.62,9565.32,9460,9289.76,1137.24,1137.36,1107.36,103.22,74.88,28.34,92.08%,89.50%
2017/2/15,9724.13,9813.98,9723.04,9799.76,9696.93,9600.5,9482.51,9304.08,1179.18,1151.74,1134.93,113.74,82.65,31.09,93.50%,90.83%
2017/2/16,9826.89,9869.59,9753.16,9771.25,9733.14,9634.73,9503.78,9318.08,1083.03,1155.87,1095.3,121.26,90.37,30.89,87.51%,89.73%
2017/2/17,9779.16,9791.59,9754.54,9759.76,9751.97,9665.15,9521.26,9331.37,951.79,1072.6,1088.14,123.78,97.05,26.73,81.61%,87.02%
2017/2/18,9771.21,9791.35,9770.75,9779.92,9765.89,9689.34,9541.32,9344.45,619.81,994.21,1047.77,125.47,102.74,22.73,79.53%,84.52%
2017/2/20,9795.81,9817.14,9743.36,9753.2,9772.78,9709.2,9564.36,9356.86,978.18,962.4,1049.88,124.27,107.04,17.22,74.56%,81.20%
2017/2/21,9761.27,9775.49,9721.36,9763.93,9765.61,9731.27,9584.83,9368.91,900.64,906.69,1029.21,121.06,109.85,11.22,69.33%,77.25%
2017/2/22,9786.25,9820.07,9770.1,9778.78,9767.12,9750.13,9606.67,9379.66,1012.75,892.63,1024.25,119.63,111.8,7.83,63.50%,72.66%
2017/2/23,9774.08,9810.56,9748.94,9769.31,9769.03,9760.5,9629.23,9389.51,1010.66,904.41,988.51,116.15,112.67,3.48,56.15%,67.16%
2017/2/24,9757.67,9784.39,9740.18,9750.47,9763.14,9764.52,9650.18,9399.49,926.53,965.75,979.98,110.66,112.27,-1.61,43.98%,59.43%
2017/3/1,9751.12,9758.78,9674.78,9674.78,9747.45,9760.12,9662.72,9408.08,999.16,969.95,966.17,100.26,109.87,-9.61,29.32%,49.39%
2017/3/2,9727.6,9774.6,9646.34,9691.8,9733.03,9749.32,9674.91,9415.91,1041.6,998.14,952.41,91.39,106.17,-14.78,28.27%,42.35%
2017/3/3,9672.26,9679.82,9633.88,9648.21,9706.91,9737.02,9685.87,9423.51,854.67,966.52,929.58,79.53,100.84,-21.31,21.41%,35.37%
2017/3/6,9647,9688.5,9647,9682.63,9689.58,9729.3,9697.22,9430.87,688.45,902.08,903.24,71.14,94.9,-23.77,23.00%,31.25%
2017/3/7,9690.26,9738.07,9690.2,9738.07,9687.1,9725.12,9707.23,9438.78,717.72,860.32,913.03,67.81,89.48,-21.67,33.99%,32.16%
2017/3/8,9744.26,9773.49,9712.5,9753.45,9702.83,9725.14,9717.17,9448.18,825.8,825.65,897.8,66.2,84.83,-18.63,44.06%,36.13%
2017/3/9,9740.05,9743.78,9650.32,9658.61,9696.19,9714.61,9722.94,9456.48,903.58,798.04,898.09,58.56,79.57,-21.01,34.04%,35.43%
2017/3/10,9653.79,9656.65,9562.75,9627.89,9692.13,9699.52,9724.83,9462.76,897.69,806.65,886.59,47.21,73.1,-25.89,32.49%,34.45%
2017/3/13,9656.56,9697.34,9656.56,9697.34,9695.07,9692.33,9726.41,9469.99,829.08,834.77,868.43,43.22,67.13,-23.9,42.84%,37.25%
2017/3/14,9720.53,9767.66,9720.53,9744.21,9696.3,9691.7,9728.11,9476.13,922.52,875.73,868.03,44.16,62.53,-18.38,57.11%,43.87%
2017/3/15,9741.29,9749.01,9714.58,9740.31,9693.67,9698.25,9729.18,9481.92,725.65,855.7,840.68,43.74,58.77,-15.03,66.16%,51.30%
2017/3/16,9768.85,9842.17,9768.85,9837.83,9729.52,9712.86,9731.09,9490.05,955.51,866.09,832.07,49.74,56.97,-7.22,76.92%,59.84%
2017/3/17,9845.59,9908.69,9835.51,9908.69,9785.68,9738.9,9737.96,9498.83,1095.55,905.66,856.15,59.36,57.45,1.92,84.61%,68.10%
2017/3/20,9905.81,9916.18,9869.35,9912.97,9828.8,9761.94,9745.62,9507.9,845.01,908.85,871.81,67.22,59.4,7.82,89.44%,75.21%
2017/3/21,9923.18,9976.61,9918.39,9972.49,9874.46,9785.38,9755.25,9518.1,1003.1,924.96,900.35,77.16,62.95,14.21,92.63%,81.02%
2017/3/22,9911.96,9922.66,9843.07,9922.66,9910.93,9802.3,9763.72,9528.04,974.49,974.73,915.22,79.51,66.26,13.25,90.74%,84.26%
2017/3/23,9921.97,9945.24,9897.45,9930.74,9929.51,9829.51,9772.06,9539.56,1023.16,988.26,927.17,82.3,69.47,12.83,89.05%,85.86%
2017/3/24,9914.12,9932.68,9892.31,9902.98,9928.37,9857.02,9778.27,9550.57,892.95,947.74,926.7,82.09,71.99,10.09,83.33%,85.01%
2017/3/27,9907.6,9917.85,9859.53,9876.77,9921.13,9874.97,9783.65,9561.78,884.38,955.62,932.23,78.99,73.39,5.6,76.19%,82.07%
2017/3/28,9909.99,9924.14,9799.28,9876.45,9901.92,9888.19,9789.94,9574.41,1046.79,964.35,944.66,74.57,73.63,0.95,68.06%,77.40%
2017/3/29,9887,9906.76,9831.63,9856.25,9888.64,9899.78,9799.02,9587.37,887.48,946.95,960.84,69.76,72.86,-3.1,56.08%,70.29%
2017/3/30,9869.28,9878.62,9836.33,9848.15,9872.12,9900.82,9806.84,9599.66,917.51,925.82,957.04,64.4,71.16,-6.76,46.57%,62.39%
2017/3/31,9846.38,9869.65,9811.52,9811.52,9853.83,9891.1,9815,9611.36,1040.67,955.37,951.55,57.33,68.4,-11.07,33.35%,52.71%
2017/4/5,9856.44,9949.48,9856.44,9949.48,9868.37,9894.75,9828.34,9623.83,1278.12,1034.12,994.87,59.13,66.54,-7.41,55.57%,53.66%
2017/4/6,9946.66,9946.66,9879.85,9897.8,9872.64,9887.28,9836.33,9636.24,921.9,1009.14,986.75,58.22,64.88,-6.66,58.91%,55.41%
2017/4/7,9892.98,9900.88,9788.52,9873.37,9876.06,9882.35,9842.33,9646.57,1029.74,1037.59,992.27,53.13,62.53,-9.4,56.84%,55.89%
2017/4/10,9880.29,9898.64,9859.03,9882.54,9882.94,9877.53,9853.52,9656.74,873.24,1028.74,977.28,50.27,60.08,-9.81,57.37%,56.38%
2017/4/11,9881.53,9896.59,9820.41,9832.42,9887.12,9870.48,9863.75,9665.83,945.31,1009.66,982.52,44.64,56.99,-12.35,47.34%,53.37%
2017/4/12,9831.56,9837.19,9789.59,9817.68,9860.76,9864.57,9869.77,9673.49,900.24,934.09,984.1,37.33,53.06,-15.72,37.60%,48.11%
2017/4/13,9808.83,9868.45,9800.8,9836.68,9848.54,9860.59,9874.39,9681.23,867.08,923.12,966.13,32.79,49,-16.22,35.04%,43.75%
2017/4/14,9806.15,9808.33,9730.94,9732.93,9820.45,9848.26,9874.02,9687.74,871.87,891.55,964.57,22.13,43.63,-21.5,23.66%,37.06%
2017/4/17,9740.81,9762.47,9670.11,9716.4,9787.22,9835.08,9867.95,9693.85,782.07,873.31,951.02,10.73,37.05,-26.32,21.30%,31.80%
2017/4/18,9735.76,9771.07,9727.26,9746.56,9770.05,9828.59,9859.84,9700.53,741.33,832.52,921.09,4.2,30.48,-26.28,23.41%,29.01%
2017/4/19,9725.39,9725.39,9631.64,9639.94,9734.5,9797.63,9846.19,9704.36,882.31,828.93,881.51,-8.04,22.77,-30.82,16.64%,24.88%
2017/4/20,9639.93,9664.24,9622.25,9632.69,9693.7,9771.12,9829.2,9708.59,842.42,824,873.56,-19.24,14.37,-33.61,12.35%,20.71%
2017/4/21,9657.05,9718.82,9657.05,9717.41,9690.6,9755.53,9818.94,9715.67,711.42,791.91,841.73,-22.62,6.97,-29.6,19.80%,20.40%
2017/4/24,9742.91,9772.96,9683.7,9717.95,9690.91,9739.07,9808.3,9721.73,666.54,768.8,821.06,-23.39,0.9,-24.29,26.15%,22.32%
2017/4/25,9737.82,9841.71,9737.82,9841.71,9709.94,9740,9805.24,9730.06,934.38,807.41,819.97,-16.33,-2.55,-13.79,47.15%,30.60%
2017/4/26,9859.11,9865.88,9827.47,9856.45,9753.24,9743.87,9804.22,9739.03,1033.4,837.63,833.28,-7.76,-3.59,-4.17,63.48%,41.56%
2017/4/27,9859.45,9863.52,9823.85,9860.62,9798.83,9746.27,9803.43,9747.85,835,836.15,830.07,-0.91,-3.05,2.14,74.93%,52.68%
2017/4/28,9868.38,9897.04,9845.84,9872,9829.75,9760.17,9804.22,9755.32,1003.4,894.54,843.23,6.03,-1.24,7.26,80.25%,61.87%
2017/5/2,9926.44,9951.14,9925.75,9941.27,9874.41,9782.66,9808.87,9763.54,1133.99,988.03,878.42,16.83,2.38,14.45,85.83%,69.86%
2017/5/3,9957.62,9979.91,9937.99,9955.33,9897.13,9803.54,9816.06,9772.31,809.24,963,885.21,26.48,7.2,19.28,88.26%,75.99%
2017/5/4,9962.73,9973.76,9938.96,9967.64,9919.37,9836.31,9816.97,9780.85,757.09,907.74,872.69,34.13,12.58,21.54,90.91%,80.97%
2017/5/5,9954.94,9960.99,9899.94,9899.94,9927.24,9863.03,9817.08,9786.88,758.79,892.5,864.32,36,17.27,18.73,84.94%,82.29%
2017/5/8,9934.13,9964.86,9900.07,9937.25,9940.29,9885.02,9820.27,9793.26,860.15,863.85,879.2,38.62,21.54,17.08,84.09%,82.89%
2017/5/9,9967.01,10001.94,9899.08,9915.48,9935.13,9904.77,9821.92,9799.46,1099.39,856.93,922.48,40.08,25.25,14.84,73.21%,79.66%
