丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)"
2017/5/10,9935.22,9971.98,9932.17,9968.32,9937.73,9917.43,9828.71,9805.76,916.85,878.45,920.73,42.95,28.79,14.16,75.85%,78.39%
2017/5/11,9968.51,10018.79,9964.3,10001.48,9944.49,9931.93,9837.9,9811.36,984.81,924,915.87,47.6,32.55,15.05,80.56%,79.11%
2017/5/12,9981.77,10008.25,9961.37,9986.82,9961.87,9944.55,9845.41,9815.97,931.49,958.54,925.52,49.84,36.01,13.84,78.14%,78.79%
2017/5/15,9978.28,10036.82,9978.28,10036.82,9981.78,9961.04,9860.6,9821.27,884.55,963.42,913.63,53.94,39.59,14.34,85.43%,81.00%
2017/5/16,10037.58,10058.59,9991.08,10031.49,10004.99,9970.06,9876.36,9825.13,1053.06,954.15,905.54,57.01,43.08,13.93,84.62%,82.21%
2017/5/17,10019.62,10029.62,9967.97,10013.67,10014.06,9975.89,9889.71,9829.17,842.28,939.24,908.85,57.01,45.86,11.15,80.36%,81.59%
2017/5/18,9952.64,9969.45,9895.65,9969.45,10007.65,9976.07,9906.19,9832.67,840.74,910.42,917.21,51.96,47.08,4.88,68.67%,77.28%
2017/5/19,9970.4,9979.73,9947.14,9947.62,9999.81,9980.84,9921.94,9835.46,707.09,865.54,912.04,47.77,47.22,0.55,56.41%,70.33%
2017/5/22,9965.08,9997.26,9960.94,9997.26,9991.9,9986.84,9935.93,9839.53,718.64,832.36,897.89,46.55,47.09,-0.54,58.40%,66.35%
2017/5/23,9994.68,10038.2,9992.58,10007.84,9987.17,9996.08,9950.42,9843.59,822.69,786.29,870.22,46.93,47.06,-0.12,61.88%,64.86%
2017/5/24,10014.15,10059.74,10014.15,10044.42,9993.32,10003.69,9960.56,9848.02,819.17,781.67,860.45,49.02,47.45,1.57,71.48%,67.07%
2017/5/25,10059.91,10108.49,10059.2,10108.49,10021.13,10014.39,9973.16,9853.67,963.86,806.29,858.36,54.52,48.86,5.65,80.98%,71.70%
2017/5/26,10090.18,10121.88,10072.84,10101.95,10051.99,10025.9,9985.23,9859.53,927.56,850.38,857.96,58.48,50.79,7.7,84.39%,75.93%
2017/5/31,10095.95,10116.13,10025.88,10040.72,10060.68,10026.29,9993.66,9865.63,1245.61,955.78,894.07,57.43,52.11,5.32,77.63%,76.50%
2017/6/1,10064.44,10100.37,10059.93,10087.42,10076.6,10031.88,10000.97,9872.23,827.52,956.74,871.52,58.18,53.33,4.85,80.01%,77.67%
2017/6/2,10117.76,10152.53,10117.06,10152.53,10098.22,10045.77,10010.83,9880.63,884.17,969.74,875.7,62.88,55.24,7.64,86.67%,80.67%
2017/6/3,10155.56,10164.98,10140.28,10158.15,10108.15,10064.64,10020.36,9888.56,461.04,869.18,837.73,66.78,57.55,9.23,90.00%,83.78%
2017/6/5,10164.89,10226.84,10164.89,10226.84,10133.13,10092.56,10036.7,9896.7,939.03,871.47,860.93,73.54,60.74,12.79,93.33%,86.96%
2017/6/6,10213.17,10221.64,10190.39,10206.18,10166.22,10113.45,10050.15,9904.25,871.45,796.64,876.21,77.58,64.11,13.47,92.32%,88.75%
2017/6/7,10216.14,10242.39,10183.15,10209.99,10190.74,10133.67,10064.87,9913.44,1038.36,838.81,897.78,80.28,67.34,12.93,89.89%,89.13%
2017/6/8,10215.93,10235.7,10211,10225.78,10205.39,10151.81,10077.75,9923.4,860.75,834.13,901.94,82.53,70.38,12.15,90.70%,89.65%
2017/6/9,10238.55,10268.37,10198.8,10199.65,10213.69,10160.92,10087.65,9931.77,1044.58,950.84,910.01,82.72,72.85,9.87,84.36%,87.89%
2017/6/12,10137.04,10158.64,10109.96,10109.96,10190.31,10161.72,10093.81,9937.87,914.68,945.97,908.72,74.39,73.16,1.23,64.24%,80.00%
2017/6/13,10109.7,10146.67,10109.7,10128.15,10174.71,10170.47,10098.38,9944.33,827.06,937.09,866.87,67.5,72.03,-4.53,46.70%,68.90%
2017/6/14,10142.8,10165.31,10033.25,10072.46,10147.2,10168.97,10100.43,9948.24,1014.56,932.33,885.57,57.96,69.21,-11.26,36.69%,58.17%
2017/6/15,10079.14,10089.07,10046.8,10088.35,10119.71,10162.55,10104.16,9951.24,793.22,918.82,876.47,49.2,65.21,-16.01,32.27%,49.54%
2017/6/16,10078.69,10159.47,10073.12,10156.73,10111.13,10162.41,10113.52,9955.3,980.19,905.94,928.39,46.44,61.46,-15.02,39.02%,46.03%
2017/6/19,10162.22,10250.6,10162.22,10250.6,10139.26,10164.79,10128.67,9959.94,907,904.41,925.19,51.08,59.38,-8.3,56.83%,49.63%
2017/6/20,10286.79,10354.37,10286.79,10324.46,10178.52,10176.61,10145.03,9966.63,948.91,928.78,932.93,61.64,59.83,1.81,68.11%,55.79%
2017/6/21,10310.97,10379.82,10274.75,10349.72,10233.97,10190.59,10162.13,9973.62,1106.16,947.1,939.71,70.48,61.96,8.52,75.85%,62.48%
2017/6/22,10369.08,10403.36,10368.93,10399.06,10296.11,10207.91,10179.86,9981.88,979.69,984.39,951.61,80.92,65.76,15.17,83.51%,69.49%
2017/6/23,10403.56,10422.33,10374.01,10377.7,10340.31,10225.72,10193.32,9990.23,913.95,971.14,938.54,87.81,70.17,17.64,85.18%,74.72%
2017/6/26,10341.86,10513.96,10341.86,10513.96,10392.98,10266.12,10213.92,10000.86,1350.27,1059.8,982.1,98.82,75.9,22.93,90.12%,79.85%
2017/6/27,10513,10545.7,10489.1,10512.06,10430.5,10304.51,10237.49,10011.79,1146.83,1099.38,1014.08,109.82,82.68,27.14,91.17%,83.63%
2017/6/28,10459.17,10459.17,10382.81,10390.55,10438.67,10336.32,10252.64,10020.83,1249.47,1128.04,1037.57,108.49,87.85,20.65,83.17%,83.47%
2017/6/29,10442.18,10476.51,10390.9,10421.65,10443.18,10369.65,10266.1,10031,1004.89,1133.08,1058.74,107.97,91.87,16.1,78.00%,81.65%
2017/6/30,10367.26,10395.07,10329.84,10395.07,10446.66,10393.48,10277.95,10038.42,953.05,1140.9,1056.02,102.42,93.98,8.44,66.80%,76.70%
2017/7/3,10368.99,10412.79,10363.5,10412.79,10426.42,10409.7,10287.24,10047.01,856.66,1042.18,1050.99,98.64,94.91,3.73,61.52%,71.64%
2017/7/4,10397.93,10421.72,10347.78,10347.78,10393.57,10412.03,10294.32,10054.91,927.28,998.27,1048.83,91.82,94.29,-2.47,43.78%,62.35%
2017/7/5,10352.39,10404.79,10304.74,10404.79,10396.42,10417.54,10304.06,10063.62,849.6,918.3,1023.17,86.52,92.74,-6.22,43.03%,55.91%
2017/7/6,10380.66,10381.2,10336.32,10368.2,10385.73,10414.46,10311.18,10072.55,875.45,892.41,1012.75,80.07,90.2,-10.13,37.46%,49.76%
2017/7/7,10343.3,10343.3,10294.69,10297.25,10366.16,10406.41,10316.06,10080.54,837.92,869.38,1005.14,69.69,86.1,-16.41,25.32%,41.61%
2017/7/10,10310.74,10331.11,10283.95,10289.91,10341.59,10384.01,10325.06,10088.09,826.22,863.29,952.74,60.02,80.89,-20.87,17.91%,33.71%
2017/7/11,10313.08,10415.57,10313.08,10415.57,10355.14,10374.36,10339.43,10099.47,1104.79,898.79,948.53,59.03,76.51,-17.48,34.72%,34.05%
2017/7/12,10396.97,10450.87,10393.54,10420.68,10358.32,10377.37,10356.84,10111.21,1122.89,953.45,935.87,60.1,73.23,-13.13,50.45%,39.52%
2017/7/13,10418.74,10485.28,10418.74,10460.15,10376.71,10381.22,10375.43,10123.1,1175.04,1013.37,952.89,63.01,71.19,-8.18,62.81%,47.28%
2017/7/14,10450.92,10466.34,10423.4,10443.91,10406.04,10386.1,10389.79,10136.5,1013.05,1048.4,958.89,63.64,69.68,-6.03,68.36%,54.31%
2017/7/17,10467.27,10490.05,10436.31,10457.54,10439.57,10390.58,10400.14,10150.25,1001.9,1083.53,973.41,64.69,68.68,-3.99,73.65%,60.75%
2017/7/18,10447.47,10481.26,10429.85,10481.26,10452.71,10403.93,10407.98,10162.98,972.42,1057.06,977.93,65.41,68.03,-2.62,81.01%,67.50%
2017/7/19,10472.81,10537.42,10472.81,10506.1,10469.79,10414.06,10415.8,10176.12,1200.96,1072.67,1013.06,68.2,68.06,0.14,83.22%,72.74%
2017/7/20,10513.12,10534.52,10483.54,10499.36,10477.63,10427.17,10420.81,10187.08,1035.2,1044.7,1029.04,69.49,68.35,1.15,83.81%,76.43%
2017/7/21,10468.47,10477.72,10428.56,10436.7,10476.19,10441.12,10423.76,10196.75,856.32,1013.36,1030.88,64.99,67.68,-2.69,74.24%,75.70%
2017/7/24,10426.13,10461.28,10406.81,10461.28,10476.94,10458.26,10421.13,10206.76,829.65,978.91,1031.22,60.94,66.33,-5.39,65.19%,72.20%
2017/7/25,10455.14,10473.98,10442.85,10463.15,10473.32,10463.01,10418.68,10216.61,932.17,970.86,1013.96,58.11,64.69,-6.57,57.84%,67.41%
2017/7/26,10477.15,10500.11,10416.57,10419.11,10455.92,10462.86,10420.11,10224.58,1097.33,950.13,1011.4,53.48,62.44,-8.96,41.70%,58.84%
2017/7/27,10427.83,10516.23,10427.83,10508.37,10457.72,10467.68,10424.45,10233.79,1104.44,963.98,1004.34,53.35,60.62,-7.28,53.72%,57.13%
2017/7/28,10480.67,10480.67,10410.53,10423.05,10454.99,10465.59,10425.85,10241.38,987.97,990.31,1001.83,48.18,58.14,-9.96,39.96%,51.41%
2017/7/31,10396.76,10427.33,10366.17,10427.33,10448.2,10462.57,10426.57,10250.17,968.54,1018.09,998.5,41.8,54.87,-13.07,38.54%,47.12%
2017/8/1,10408.53,10470.03,10408.53,10437.29,10443.03,10458.17,10431.05,10258.51,1130.19,1057.69,1014.28,38.42,51.58,-13.16,39.78%,44.67%
2017/8/2,10479.26,10519.27,10479.26,10519.27,10463.06,10459.49,10436.77,10268.57,1245.16,1087.26,1018.7,41,49.46,-8.46,59.85%,49.73%
2017/8/3,10464.1,10478.62,10427.72,10469.88,10455.36,10456.54,10441.86,10276.93,1108.63,1088.1,1026.04,38.74,47.32,-8.58,62.48%,53.98%
2017/8/4,10470.96,10510.7,10466.25,10506.56,10472.07,10463.53,10452.32,10285.35,1143.87,1119.28,1054.79,39.4,45.74,-6.33,72.22%,60.06%
2017/8/7,10521.69,10592.31,10521.69,10579.38,10502.48,10475.34,10466.8,10295.22,1280.44,1181.66,1099.87,45.11,45.61,-0.5,79.57%,66.57%
2017/8/8,10598.59,10619.42,10533.72,10568.97,10528.81,10485.92,10474.47,10304.09,1342.59,1224.14,1140.92,49.43,46.38,3.06,79.74%,70.96%
2017/8/9,10523.51,10536.19,10457.52,10470.38,10519.03,10491.05,10476.95,10311.41,1126.48,1200.4,1143.83,45.14,46.13,-0.98,66.88%,69.60%
2017/8/10,10470.03,10477.79,10303.47,10329.74,10491.01,10473.19,10470.43,10316.68,1370.41,1252.76,1170.43,31.42,43.19,-11.76,47.36%,62.18%
2017/8/11,10267.05,10338.06,10238.5,10329.57,10455.61,10463.84,10464.71,10322.68,1230.89,1270.16,1194.72,16.23,37.8,-21.57,39.54%,54.64%
2017/8/14,10347.66,10365.22,10225.28,10225.28,10384.79,10443.63,10453.1,10327.31,1087.47,1231.57,1206.61,0.25,30.29,-30.03,26.36%,45.21%
2017/8/15,10271.03,10336.22,10271.03,10311.16,10333.23,10431.02,10444.6,10332.54,953.43,1153.74,1188.94,-8.5,22.53,-31.03,24.84%,38.42%
2017/8/16,10302.83,10322.38,10245.72,10290.39,10297.23,10408.13,10433.81,10337.25,1004.88,1129.42,1164.91,-16.88,14.65,-31.53,22.06%,32.97%
2017/8/17,10302.54,10372.41,10302.54,10369.37,10305.15,10398.08,10427.31,10342.66,989.7,1053.27,1153.02,-17.97,8.12,-26.09,26.90%,30.94%
2017/8/18,10324.83,10330.39,10259.83,10321.33,10303.51,10379.56,10421.54,10346.21,901.57,987.41,1128.79,-22.22,2.06,-24.28,26.05%,29.31%
2017/8/21,10316.09,10336.37,10282.72,10326.39,10323.73,10354.26,10414.8,10349.95,864.63,942.84,1087.21,-24.52,-3.26,-21.26,28.21%,28.95%
2017/8/22,10353.37,10410.47,10353.37,10392.07,10339.91,10336.57,10411.24,10355.81,1109.15,973.99,1063.86,-20.54,-6.71,-13.82,40.82%,32.90%
2017/8/23,10418.32,10458.91,10378.01,10406.81,10363.19,10330.21,10410.63,10361.13,1170.48,1007.11,1068.26,-15.14,-8.4,-6.74,53.12%,39.64%
2017/8/24,10414.66,10488.96,10410.73,10488.96,10387.11,10346.13,10409.66,10366.74,1177.67,1044.7,1048.99,-6.21,-7.96,1.75,68.74%,49.34%
2017/8/25,10497.86,10519.84,10478.72,10515.51,10425.95,10364.73,10414.28,10372.69,1215.53,1107.49,1047.45,3.89,-5.59,9.48,78.64%,59.11%
2017/8/28,10502.8,10542.37,10498.88,10525.98,10465.87,10394.8,10419.21,10377.68,1147.3,1164.03,1053.43,13.03,-1.87,14.9,83.92%,67.38%
2017/8/29,10518.69,10518.69,10463.22,10496.57,10486.77,10413.34,10422.18,10382.52,1086.94,1159.58,1066.79,17.68,2.04,15.64,83.87%,72.88%
2017/8/30,10511.59,10574.53,10511.59,10569.4,10519.28,10441.24,10424.69,10388.51,1214.98,1168.48,1087.79,26.11,6.86,19.25,88.71%,78.15%
2017/8/31,10586.65,10609.48,10551.95,10585.78,10538.65,10462.88,10430.48,10394.51,1294.89,1191.93,1118.31,34.57,12.4,22.17,90.05%,82.12%
2017/9/1,10576.27,10619.52,10568.72,10594.82,10554.51,10490.23,10434.89,10401.09,1155.12,1179.84,1143.67,41.7,18.26,23.44,90.28%,84.84%
2017/9/4,10585.44,10610.04,10555.34,10569.87,10563.29,10514.58,10434.42,10408.76,1069.69,1164.32,1164.17,45.36,23.68,21.68,86.66%,85.45%
2017/9/5,10584.1,10617.84,10564.26,10617.84,10587.54,10537.15,10436.86,10416.92,1207.38,1188.41,1174,49.96,28.94,21.02,90.84%,87.24%
2017/9/6,10593.87,10604.92,10519.71,10547.86,10583.23,10551.26,10440.74,10424.84,1303.45,1206.11,1187.3,49.05,32.96,16.09,78.61%,84.37%
2017/9/7,10564.79,10604.02,10509.91,10538.51,10573.78,10556.21,10451.17,10432.35,1329.7,1213.07,1202.5,47.2,35.81,11.39,68.46%,79.07%
2017/9/8,10553.9,10609.95,10550.72,10609.95,10576.81,10565.66,10465.19,10439.9,1228.09,1227.66,1203.75,48.99,38.44,10.55,76.94%,78.36%
2017/9/11,10630.16,10656.25,10565.78,10572.16,10577.26,10570.28,10482.54,10445.26,1327.29,1279.18,1221.75,49.55,40.67,8.89,65.47%,74.06%
2017/9/12,10610.33,10646.55,10586.28,10610.35,10575.77,10581.65,10497.5,10450.02,1262.91,1290.29,1239.35,51.17,42.77,8.4,66.52%,71.55%
2017/9/13,10596.36,10620.31,10532.88,10532.88,10572.77,10578,10509.62,10453.08,1302.58,1290.11,1248.11,47.17,43.65,3.52,49.58%,64.23%
2017/9/14,10533.99,10572.71,10508.72,10553.57,10575.78,10574.78,10518.83,10455.65,1236.88,1271.55,1242.31,42.89,43.5,-0.6,43.19%,57.21%
2017/9/15,10556.82,10580.78,10520.15,10580.41,10569.87,10573.34,10531.78,10459.03,1587.5,1343.43,1285.55,40.51,42.9,-2.38,44.99%,53.14%
2017/9/18,10590.8,10642.4,10581.81,10631.57,10581.76,10579.51,10547.04,10460.99,1357.35,1349.44,1314.31,42.69,42.86,-0.17,57.75%,54.68%
2017/9/19,10653.34,10664.18,10561.21,10576.14,10574.91,10575.34,10556.25,10462.06,1408.26,1378.51,1334.4,41.72,42.63,-0.91,52.96%,54.10%
2017/9/20,10568.58,10589.19,10490.71,10519.17,10572.17,10572.47,10561.87,10464.2,1318.45,1381.69,1335.9,35.31,41.17,-5.86,40.77%,49.66%
2017/9/21,10506.85,10603.08,10493.95,10578.44,10577.15,10576.46,10566.34,10466.82,1217.96,1377.9,1324.73,32.59,39.45,-6.86,44.04%,47.79%
2017/9/22,10571.65,10579.02,10446.45,10449.68,10551,10560.44,10563.05,10467.73,1223.02,1305.01,1324.22,23.53,36.27,-12.74,29.85%,41.81%
2017/9/25,10442.05,10447.09,10322.1,10335.89,10491.86,10536.81,10553.54,10466.44,1321.3,1297.8,1323.62,6.51,30.31,-23.81,21.25%,34.95%
2017/9/26,10333.44,10374.54,10257.02,10257.02,10428.04,10501.48,10541.57,10464.93,1236.11,1263.37,1320.94,-12.79,21.69,-34.49,14.16%,28.02%
2017/9/27,10322.44,10357.23,10315.97,10326.68,10389.54,10480.86,10529.43,10463.63,1107.09,1221.1,1301.39,-24.16,12.52,-36.68,15.15%,23.73%
2017/9/28,10351.42,10365.59,10288.24,10296.45,10333.14,10455.15,10514.96,10462.43,1076.4,1192.78,1285.34,-34.38,3.14,-37.52,13.33%,20.26%
2017/9/29,10319.69,10338.95,10273.6,10329.94,10309.2,10430.1,10501.72,10462.98,1017.97,1151.77,1228.39,-41.48,-5.78,-35.7,14.85%,18.46%
2017/9/30,10362.55,10400.4,10362.55,10383.94,10318.81,10405.34,10492.42,10464.55,542.79,996.07,1146.93,-41.42,-12.91,-28.51,22.13%,19.68%
2017/10/2,10425.1,10472.81,10414.53,10465.16,10360.43,10394.24,10484.79,10465.37,1015.71,951.99,1107.68,-35.18,-17.37,-17.82,34.80%,24.72%
2017/10/3,10462.7,10495.34,10445.86,10469.35,10388.97,10389.26,10480.86,10466.18,1094.2,949.41,1085.26,-28.65,-19.62,-9.03,45.18%,31.54%
2017/10/5,10473.28,10530.93,10473.28,10518.27,10433.33,10383.24,10479.85,10467.15,1065.37,947.21,1070,-20,-19.7,-0.3,61.91%,41.67%
2017/10/6,10538.21,10557.67,10511.5,10532.81,10473.91,10391.55,10475.99,10468.63,1091.17,961.85,1056.81,-11.12,-17.98,6.86,71.85%,51.73%
2017/10/11,10576.12,10668.49,10576.12,10641.19,10525.36,10422.08,10479.45,10471.69,1560.56,1165.4,1080.74,3.79,-13.63,17.42,78.93%,60.80%
2017/10/12,10668.39,10711.44,10668.39,10711.44,10574.61,10467.52,10484.5,10475.53,1262.35,1214.73,1083.36,20.92,-6.72,27.64,85.95%,69.18%
2017/10/13,10712.48,10724.09,10675.83,10724.09,10625.56,10507.26,10494.06,10479.16,1235.03,1242.89,1096.15,35.01,1.63,33.39,90.64%,76.33%
2017/10/16,10735.14,10774.21,10723.37,10774.21,10676.75,10555.04,10505.09,10483.74,1268.32,1283.48,1115.35,49.6,11.22,38.38,93.76%,82.14%
2017/10/17,10790.35,10798.52,10723.15,10723.15,10714.82,10594.36,10512.23,10488.52,1212.01,1307.65,1134.75,58.91,20.76,38.15,89.30%,84.53%
2017/10/18,10773.85,10790.31,10684.32,10720.28,10730.63,10628,10516.67,10492.84,1378.87,1271.32,1218.36,64.48,29.5,34.97,85.47%,84.84%
2017/10/19,10745.77,10798.54,10745.77,10760.29,10740.4,10657.51,10525.87,10497.79,1198.54,1258.55,1236.64,71.09,37.82,33.27,86.39%,85.36%
2017/10/20,10737.87,10753.77,10702.56,10728.88,10741.36,10683.46,10536.36,10502.95,1263.7,1264.29,1253.59,72.45,44.75,27.71,82.84%,84.52%
2017/10/23,10759.47,10792.27,10731.9,10735.21,10733.56,10705.16,10544.2,10506.73,1056.42,1221.91,1252.7,74.3,50.66,23.64,79.07%,82.70%
2017/10/24,10749.9,10766.64,10726.25,10743.78,10737.69,10726.25,10558.9,10512.08,1119.86,1203.48,1255.56,74.62,55.45,19.17,72.02%,79.14%
2017/10/25,10771.4,10794.55,10740.07,10750.57,10743.75,10737.19,10579.64,10517.46,1202.4,1168.18,1219.75,75.12,59.39,15.74,68.32%,75.53%
2017/10/26,10735.35,10756.51,10716.52,10734.76,10738.64,10739.52,10603.52,10522.42,1124.92,1153.46,1206.01,72.8,62.07,10.73,60.26%,70.44%
2017/10/27,10757.35,10803.6,10701.08,10709.11,10734.69,10738.02,10622.64,10525.59,1490.97,1198.91,1231.6,69.76,63.61,6.16,47.10%,62.66%
2017/10/30,10777.6,10842.25,10743.13,10756.87,10739.02,10736.29,10645.67,10530.37,1250.7,1237.77,1229.84,70.1,64.91,5.19,46.72%,57.35%
2017/10/31,10768.9,10829.33,10747.37,10793.8,10749.02,10743.36,10668.86,10535.16,1190.65,1251.93,1227.7,70.87,66.1,4.77,53.04%,55.91%
2017/11/1,10816.04,10843.41,10785.32,10806.36,10760.18,10751.96,10689.98,10538.94,1294.27,1270.3,1219.24,72.2,67.32,4.88,60.01%,57.28%
2017/11/2,10797.63,10827.67,10788.51,10788.51,10770.93,10754.79,10706.15,10542.6,1199.37,1285.19,1219.32,71.46,68.15,3.31,60.49%,58.35%
2017/11/3,10797.91,10835.7,10765.31,10800.77,10789.26,10761.97,10722.72,10548.11,1159.01,1218.8,1208.86,70.25,68.57,1.68,63.67%,60.12%
2017/11/6,10856.56,10858.5,10769.19,10786.19,10795.13,10767.07,10736.11,10555.71,1135.06,1195.67,1216.72,68.45,68.54,-0.09,60.47%,60.24%
2017/11/7,10820.83,10842.61,10807.89,10840.34,10804.43,10776.73,10751.49,10564.23,1277.11,1212.96,1232.45,68.87,68.61,0.27,69.80%,63.43%
2017/11/8,10839.44,10844.74,10806.01,10818.99,10806.96,10783.57,10760.38,10574.12,1213.01,1196.71,1233.51,67.58,68.4,-0.83,71.50%,66.12%
2017/11/9,10802.95,10831.38,10721.87,10743.27,10797.91,10784.42,10761.97,10581.32,1488.11,1254.46,1269.83,60.83,66.89,-6.06,52.89%,61.71%
2017/11/10,10713.67,10742.61,10659.29,10732.67,10784.29,10786.78,10762.4,10588.69,1203.88,1263.44,1241.12,51.4,63.79,-12.39,47.54%,56.98%
2017/11/13,10728.22,10749.39,10683.92,10683.92,10763.84,10779.48,10757.89,10593.94,1297.86,1295.99,1245.83,42.11,59.45,-17.34,35.81%,49.93%
2017/11/14,10716.59,10735.08,10654.58,10687.18,10733.21,10768.82,10756.09,10600.03,1254.5,1291.47,1252.22,33.62,54.29,-20.67,29.20%,43.02%
2017/11/15,10662.08,10669.59,10600.26,10630.65,10695.54,10751.25,10751.61,10605.1,1294.64,1307.8,1252.26,21.93,47.82,-25.88,23.39%,36.48%
2017/11/16,10629.16,10666.66,10609.23,10625.04,10671.89,10734.9,10744.84,10608.99,1062.58,1222.69,1238.58,12.43,40.74,-28.31,18.79%,30.58%
2017/11/17,10673.43,10729.45,10673.43,10701.64,10665.69,10724.99,10743.48,10613.9,1284.44,1238.8,1251.12,10.42,34.68,-24.25,26.35%,29.17%
2017/11/20,10706.79,10728.39,10656.18,10664.55,10661.81,10712.83,10739.95,10616.83,1105.49,1200.33,1248.16,6.89,29.12,-22.23,26.33%,28.23%
2017/11/21,10688.22,10787.58,10687.26,10779.24,10680.22,10706.72,10741.72,10621.22,1388.57,1227.14,1259.31,10.42,25.38,-14.96,43.37%,33.27%
2017/11/22,10815.4,10882.65,10801.1,10822.59,10718.61,10707.08,10745.32,10626.17,1800.92,1328.4,1318.1,18.96,24.1,-5.13,55.16%,40.57%
2017/11/23,10837.61,10872.29,10809.09,10854.57,10764.52,10718.21,10751.31,10632.13,1305.66,1377.01,1299.85,26.67,24.61,2.06,66.79%,49.31%
2017/11/24,10847.79,10873.91,10833.78,10854.09,10795.01,10730.35,10758.56,10636.88,1287.75,1377.68,1308.24,32.9,26.27,6.63,74.49%,57.70%
2017/11/27,10836.82,10856,10746.74,10750.93,10812.28,10737.05,10758.27,10639.63,1353.72,1427.32,1313.83,31.21,27.26,3.95,67.44%,60.95%
2017/11/28,10733.56,10752.58,10692.53,10707.07,10797.85,10739.04,10753.93,10641.5,1424.68,1434.55,1330.84,24.63,26.73,-2.1,56.89%,59.60%
2017/11/29,10735.24,10762.91,10697.62,10713.55,10776.04,10747.33,10749.29,10643.9,1356.42,1345.65,1337.02,19.76,25.34,-5.57,46.37%,55.19%
2017/11/30,10623.2,10650.18,10560.44,10560.44,10717.22,10740.87,10737.88,10642.94,2335.51,1551.62,1464.32,4.63,21.2,-16.56,30.91%,47.10%
2017/12/1,10591.62,10665.92,10495.15,10600.37,10666.47,10730.74,10727.86,10643.82,1813.75,1656.81,1517.25,-6.67,15.62,-22.29,29.66%,41.28%
2017/12/4,10617.27,10665.43,10565.68,10651.11,10646.51,10729.4,10721.11,10645.69,1298.55,1645.78,1536.55,-12.03,10.09,-22.12,33.19%,38.59%
2017/12/5,10607.62,10635.71,10540.74,10566.85,10618.46,10708.16,10707.44,10644.97,1466.25,1654.1,1544.32,-20.54,3.97,-24.51,28.44%,35.20%
2017/12/6,10541.03,10541.03,10376.65,10393.92,10554.54,10665.29,10686.18,10642,1613.25,1705.46,1525.55,-39.03,-4.63,-34.4,20.12%,30.17%
2017/12/7,10404.42,10418.97,10322.76,10355.76,10513.6,10615.41,10666.81,10637.76,1385.36,1515.43,1533.52,-58.11,-15.33,-42.78,15.47%,25.27%
2017/12/8,10406.35,10419.28,10336.26,10398.62,10473.25,10569.86,10650.1,10635.52,1308.21,1414.32,1535.57,-70.41,-26.34,-44.06,16.06%,22.20%
2017/12/11,10438.33,10504.67,10438.33,10473.09,10437.65,10542.08,10639.56,10634.18,1179.17,1390.44,1518.11,-72.53,-35.58,-36.95,22.09%,22.17%
2017/12/12,10488.73,10495.24,10408.06,10443.28,10412.93,10515.7,10627.37,10631.9,1089.21,1315.04,1484.57,-75.35,-43.53,-31.81,26.43%,23.59%
2017/12/13,10447.11,10489.17,10444.7,10470.7,10428.29,10491.41,10619.37,10629.21,1039.29,1200.25,1452.85,-74.99,-49.83,-25.17,31.99%,26.39%
2017/12/14,10494.6,10577.53,10494.6,10538.01,10464.74,10489.17,10615.02,10628.58,1136.61,1150.5,1332.96,-68.42,-53.54,-14.87,42.27%,31.68%
2017/12/15,10517.21,10520.66,10436.11,10491.44,10483.3,10478.28,10604.51,10628.12,1266.73,1142.2,1278.26,-66.65,-56.17,-10.48,46.14%,36.50%
2017/12/18,10478.74,10526.41,10472.39,10506.52,10489.99,10463.82,10596.61,10626.92,960.46,1098.46,1244.45,-63.06,-57.54,-5.52,54.81%,42.60%
2017/12/19,10508.33,10544,10452.08,10467.34,10494.8,10453.87,10581.01,10627.21,1126.83,1105.99,1210.51,-61.15,-58.26,-2.88,55.45%,46.89%
2017/12/20,10470.36,10514.31,10470.36,10504.52,10501.57,10464.93,10565.11,10630.02,1038.72,1105.87,1153.06,-57.7,-58.15,0.45,60.22%,51.33%
2017/12/21,10526.97,10545.78,10488.97,10488.97,10491.76,10478.25,10546.83,10633.89,992.22,1076.99,1113.74,-53.96,-57.31,3.36,56.06%,52.91%
2017/12/22,10503.1,10537.27,10486.52,10537.27,10500.92,10492.11,10530.99,10637.4,919.94,1007.64,1074.92,-48.7,-55.59,6.89,62.79%,56.20%
2017/12/25,10546.64,10556.65,10514.54,10522.49,10504.12,10497.05,10519.57,10641.17,816.17,978.78,1038.62,-43.68,-53.21,9.53,62.22%,58.21%
2017/12/26,10526.14,10528.92,10408.12,10421.91,10495.03,10494.92,10505.31,10642.7,975.63,948.54,1027.26,-45.93,-51.75,5.82,44.19%,53.53%
2017/12/27,10419.81,10497.77,10419.81,10486.67,10491.46,10496.51,10493.96,10644.41,925.98,925.99,1015.93,-44.98,-50.4,5.42,47.09%,51.39%
2017/12/28,10513.29,10592.04,10513.29,10567.64,10507.2,10499.48,10494.32,10646.12,1103.44,948.23,1012.61,-36.74,-47.67,10.92,60.30%,54.36%
2017/12/29,10590.95,10659.98,10590.95,10642.86,10528.31,10514.62,10496.45,10649.01,1099.38,984.12,995.88,-23.97,-42.93,18.96,71.27%,60.00%
