®É¶¡,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF12-26,MACD9,OSC,K,D,RSI 6,RSI 12,BBand width,Band%EMA3,TaiwnaAll
2017/6/14,19.9,19.9,18.45,19.1,19.49,18.33,17.62,17.73,256,514,290,0.59,0.27,0.31,71.36%,71.52%,60.47%,61.77%,26.44%,24.78%,10087.42
2017/6/15,18.8,19.1,18.6,19.1,19.55,18.56,17.77,17.69,99,430,297,0.59,0.34,0.25,67.57%,70.21%,60.47%,61.77%,26.03%,25.40%,10152.53
2017/6/16,19.1,19.2,18.7,18.9,19.36,18.73,17.89,17.65,101,275,303,0.58,0.38,0.19,62.64%,67.68%,55.74%,59.24%,25.56%,25.48%,10158.15
2017/6/19,18.9,19.5,18.65,19.5,19.19,18.95,17.97,17.63,153,175,317,0.59,0.43,0.17,64.91%,66.76%,65.46%,64.06%,26.61%,26.05%,10226.84
2017/6/20,20,20.15,19.5,19.5,19.22,19.16,18.1,17.61,143,150,326,0.63,0.47,0.16,64.58%,66.03%,65.46%,64.06%,26.93%,26.49%,10206.18
2017/6/21,19.15,20.4,19.05,19.8,19.36,19.43,18.23,17.59,167,133,323,0.66,0.51,0.15,63.99%,65.35%,70.18%,66.42%,27.52%,27.00%,10209.99
2017/6/22,20,20.65,19.8,20.1,19.56,19.56,18.38,17.58,220,157,294,0.7,0.54,0.16,67.66%,66.12%,74.38%,68.67%,28.06%,27.53%,10225.78
2017/6/23,20.1,20.2,19.9,20.15,19.81,19.59,18.53,17.58,135,164,220,0.73,0.58,0.15,70.86%,67.70%,75.08%,69.05%,28.27%,27.90%,10199.65
2017/6/26,20.5,22.15,20.5,22.15,20.34,19.77,18.79,17.63,1312,395,285,0.87,0.64,0.23,80.57%,71.99%,89.23%,79.70%,31.28%,29.59%,10109.96
2017/6/27,22.35,24.35,22.35,24.35,21.31,20.27,19.18,17.72,1232,613,382,1.14,0.74,0.4,87.05%,77.01%,93.85%,85.64%,38.04%,33.82%,10128.15
2017/6/28,26.75,26.75,26.75,26.75,22.7,21.03,19.68,17.85,452,670,401,1.57,0.9,0.66,91.37%,81.80%,96.06%,89.34%,48.25%,41.03%,10072.46
2017/6/29,29.4,29.4,28.1,29.4,24.56,22.06,20.31,18.03,5004,1627,892,2.07,1.14,0.93,94.24%,85.95%,97.33%,91.87%,60.92%,50.97%,10088.35
2017/6/30,29.4,32.3,29.25,32.3,26.99,23.4,21.06,18.25,3120,2224,1194,2.64,1.44,1.2,96.16%,89.35%,98.12%,93.66%,75.25%,63.11%,10156.73
2017/7/3,32.5,35.5,32.5,35,29.56,24.95,21.95,18.53,2452,2452,1424,3.29,1.81,1.48,96.43%,91.71%,98.59%,94.82%,89.14%,76.13%,10250.6
2017/7/4,34.3,34.8,33,33.15,31.32,26.32,22.74,18.78,1353,2476,1545,3.68,2.18,1.5,92.63%,92.02%,81.81%,83.41%,94.00%,85.06%,10324.46
2017/7/5,32.5,33.1,31.7,31.8,32.33,27.52,23.47,19.02,1218,2629,1650,3.84,2.51,1.32,87.18%,90.40%,71.20%,76.12%,94.16%,89.61%,10349.72
2017/7/6,33,34,32.3,33.6,33.17,28.87,24.21,19.29,1181,1865,1746,4.01,2.81,1.2,87.23%,89.35%,76.15%,78.81%,96.37%,92.99%,10399.06
2017/7/7,33,35,32.7,35,33.71,30.35,24.97,19.59,1058,1452,1838,4.19,3.09,1.1,90.22%,89.64%,79.45%,80.66%,99.17%,96.08%,10377.7
2017/7/10,35,37.5,35,36.5,34.01,31.79,25.78,19.92,1372,1236,1844,4.44,3.36,1.08,90.38%,89.89%,82.55%,82.45%,102.06%,99.07%,10513.96
2017/7/11,37.5,37.5,34,35.2,34.42,32.87,26.57,20.22,1338,1233,1855,4.51,3.59,0.92,85.43%,88.40%,71.35%,75.81%,100.99%,100.03%,10512.06
2017/7/12,35,35.7,34.5,35,35.06,33.7,27.36,20.53,670,1124,1877,4.48,3.77,0.71,80.19%,85.66%,69.61%,74.80%,98.21%,99.12%,10390.55
2017/7/13,35,35.4,34.2,34.55,35.25,34.21,28.14,20.84,565,1001,1433,4.38,3.89,0.49,69.84%,80.39%,65.30%,72.43%,93.99%,96.55%,10421.65
2017/7/14,34.35,36.5,34.35,35.5,35.35,34.53,28.97,21.15,1207,1030,1241,4.31,3.97,0.33,68.40%,76.39%,70.00%,74.31%,88.92%,92.74%,10395.07
2017/7/17,32,35.45,31.95,34.4,34.93,34.47,29.71,21.44,2523,1261,1249,4.09,4,0.1,61.12%,71.30%,58.91%,68.42%,82.89%,87.81%,10412.79
2017/7/18,33.3,34.8,33,33,34.49,34.46,30.39,21.72,1082,1209,1221,3.83,3.96,-0.13,47.05%,63.22%,47.43%,61.65%,75.37%,81.59%,10347.78
2017/7/19,33.3,36.3,33.3,36.3,34.75,34.91,31.21,22.06,1420,1359,1242,3.75,3.92,-0.17,57.49%,61.31%,66.11%,69.43%,68.12%,74.85%,10404.79
2017/7/20,36.7,39.9,36.6,39.9,35.82,35.54,32.2,22.46,3329,1912,1456,3.92,3.92,0,71.66%,64.76%,76.87%,75.38%,61.95%,68.40%,10368.2
2017/7/21,40,40,37.3,37.85,36.29,35.82,33.09,22.82,2393,2149,1590,3.95,3.93,0.02,72.21%,67.24%,63.17%,67.25%,51.89%,60.15%,10297.25
2017/7/24,36.5,39.8,36.5,38.3,37.07,36,33.89,23.19,1273,1899,1580,3.92,3.92,0,74.43%,69.64%,64.82%,68.08%,42.80%,51.47%,10289.91
2017/7/25,38.95,39.2,37.5,37.75,38.02,36.26,34.56,23.55,961,1875,1542,3.84,3.91,-0.07,73.64%,70.97%,60.82%,65.87%,34.52%,42.99%,10415.57
2017/7/26,37.3,37.75,35.5,35.5,37.86,36.31,35,23.86,1388,1869,1614,3.58,3.84,-0.27,63.79%,68.58%,46.67%,57.53%,27.27%,35.13%,10420.68
2017/7/27,34.85,36,32.5,36,37.08,36.45,35.33,24.19,1413,1486,1699,3.25,3.72,-0.47,59.30%,65.48%,49.79%,58.79%,22.84%,28.98%,10460.15
2017/7/28,35,35.4,34,34,36.31,36.3,35.42,24.46,861,1179,1664,2.9,3.56,-0.66,46.20%,59.06%,38.89%,52.03%,21.70%,25.34%,10443.91
2017/7/31,33.9,34.6,32.9,33,35.25,36.16,35.32,24.73,716,1068,1484,2.51,3.35,-0.84,33.02%,50.38%,34.37%,48.96%,22.55%,23.94%,10457.54
2017/8/1,33.4,36.3,33.1,36.3,34.96,36.49,35.47,25.04,1194,1114,1495,2.35,3.15,-0.8,38.90%,46.55%,55.04%,57.91%,21.84%,22.89%,10481.26
2017/8/2,36.5,37.45,35,35.2,34.9,36.38,35.64,25.34,1607,1158,1514,2.22,2.96,-0.75,37.94%,43.68%,48.88%,54.44%,19.61%,21.25%,10506.1
2017/8/3,35.65,36.5,34.2,35.95,34.89,35.99,35.76,25.65,910,1058,1272,2.08,2.79,-0.71,41.04%,42.80%,53.17%,56.38%,18.84%,20.04%,10499.36
2017/8/4,36.5,36.85,35.2,36.4,35.37,35.84,35.83,25.98,1042,1094,1137,1.99,2.63,-0.64,46.77%,44.12%,55.84%,57.57%,18.75%,19.40%,10436.7
2017/8/7,36.9,40,36.75,40,36.77,36.01,36.01,26.38,4300,1811,1439,2.14,2.53,-0.39,64.51%,50.92%,71.45%,65.70%,21.19%,20.29%,10461.28
2017/8/8,38.5,39,36,36.7,36.85,35.91,36.08,26.71,2896,2151,1633,2.06,2.44,-0.37,61.67%,54.50%,51.45%,55.13%,21.11%,20.70%,10463.15
2017/8/9,36.5,36.5,35,35.35,36.88,35.89,36.1,27.03,889,2007,1583,1.86,2.32,-0.46,52.62%,53.88%,45.23%,51.44%,21.00%,20.85%,10419.11
2017/8/10,35.1,36.4,34.3,34.9,36.67,35.78,36.12,27.34,933,2012,1535,1.64,2.18,-0.54,44.47%,50.74%,43.14%,50.22%,20.85%,20.85%,10508.37
2017/8/11,33.8,37.65,33.7,36.35,36.66,36.02,36.16,27.67,1062,2016,1555,1.52,2.05,-0.53,45.35%,48.94%,51.75%,54.06%,20.77%,20.81%,10423.05
2017/8/14,39,39,35.65,36,35.86,36.32,36.24,27.97,1628,1482,1646,1.46,1.93,-0.47,42.40%,46.76%,49.57%,52.98%,20.25%,20.53%,10427.33
2017/8/15,37,37.25,35.95,36.4,35.8,36.33,36.41,28.3,796,1062,1606,1.39,1.82,-0.44,42.55%,45.36%,52.32%,54.12%,18.43%,19.48%,10437.29
2017/8/16,36.5,36.5,34.9,35.1,35.75,36.32,36.35,28.59,592,1002,1505,1.23,1.71,-0.48,35.78%,42.16%,43.16%,49.84%,18.73%,19.11%,10519.27
2017/8/17,36.1,36.2,34.75,35.4,35.85,36.26,36.12,28.9,721,960,1486,1.09,1.58,-0.49,32.85%,39.06%,45.79%,50.82%,16.65%,17.88%,10469.88
